LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
150000,2,2,1,25,0,-2,-1,-1,-1,-1,23732,0,25308,23825,25942,16370,18031,0,5907,16204,17665,14653,1
80000,1,2,2,28,0,0,-1,0,0,0,38836,37248,36509,37891,42824,41127,37897,13970,23728,10283,38736,24656,1
30000,2,1,1,40,0,0,0,0,0,-1,25106,23428,21718,27491,28731,18815,20016,22571,15564,27410,25921,10827,1
80000,2,2,1,27,2,1,1,1,-2,0,40214,30572,42293,33919,0,26179,3918,1529,1969,12001,0,23302,1
110000,2,2,1,38,0,-1,-1,-1,-2,-1,61728,66418,58266,75670,0,60114,17667,58937,29536,56353,0,58976,0
100000,2,3,2,47,0,0,2,2,1,2,15687,11959,17661,12701,16176,13342,5809,11074,2239,2150,204,315,0
80000,1,2,1,22,1,2,-2,1,1,0,20571,18912,0,24947,27690,18748,2566,2029,0,282,2432,14684,0
70000,2,1,2,28,1,1,0,1,1,0,32298,32877,26347,30502,32447,35965,532,727,22096,1938,1786,15259,1
200000,2,2,2,47,1,0,-2,-2,1,0,126758,128009,0,0,138321,120354,1019,72567,0,0,372,74471,1
110000,2,1,1,29,2,0,0,0,0,0,35184,30468,29727,26316,26807,19402,3887,12587,20699,12602,25185,5697,1
90000,2,2,2,31,0,0,0,-2,0,0,26891,35660,35558,0,25983,29012,18282,28564,24777,0,19384,18466,0
140000,2,2,1,29,0,-1,-1,-1,0,-2,43648,36984,26252,35444,27980,0,38850,13485,19710,10076,16556,0,0
100000,1,3,2,39,1,0,1,0,0,1,35070,37992,41903,42965,37096,35493,1755,24523,186,26611,26442,2521,0
150000,2,2,1,27,0,0,1,0,0,-2,55084,54683,58310,44755,50531,0,45412,26014,6471,34247,39961,0,0
170000,1,1,1,79,-1,-1,-1,-1,0,0,18403,20065,17261,20108,20386,19482,10579,10111,8284,5951,14853,14828,0
50000,2,2,1,30,2,0,1,0,-1,0,24606,18186,21172,17810,20591,21743,1660,11968,1490,9822,11524,10982,0
190000,2,1,2,37,0,0,-1,-1,-1,-1,57844,67692,73819,62032,66557,69434,25293,57603,33015,25107,51293,59899,0
20000,1,2,2,37,-2,0,0,-2,0,-2,0,4878,4168,0,4619,0,0,1102,2781,0,2902,0,0
40000,1,2,2,41,0,0,-2,0,0,0,11781,7409,0,11206,10378,11028,3478,6285,0,5136,9629,5096,0
30000,2,3,1,31,-1,-1,0,0,0,0,6602,6499,5032,7354,6912,5884,3845,2944,2885,4977,5559,4246,0
100000,1,3,2,30,0,0,0,0,1,2,15350,16951,14515,12836,13702,16038,14871,13633,7958,10608,1279,356,0
130000,1,2,1,36,1,-2,0,0,1,1,64988,0,79337,62773,61140,95195,2270,0,63445,50742,4224,2095,1
40000,2,1,2,30,0,0,0,-1,-1,-1,24358,29085,24331,17980,19259,22037,24114,8118,19204,12212,14892,15079,1
90000,2,2,1,27,0,0,0,-2,0,0,12541,14238,13983,0,13693,16356,8161,5317,8289,0,11494,1742,1
190000,2,3,1,41,2,3,2,0,-2,-2,75559,81695,77038,67703,0,0,12382,4053,3999,60624,0,0,1
160000,1,2,1,33,0,0,-2,0,0,0,63174,60968,0,56029,49999,56108,26637,12729,0,50516,24194,14744,0
40000,1,2,1,63,-1,-1,-1,-1,0,0,2847,3386,2977,2379,3430,2527,1253,2900,1650,1600,2506,361,0
90000,1,1,2,24,-2,1,0,-2,-1,-1,0,2353,2748,0,1803,1958,0,30,1128,0,601,1649,0
160000,2,1,2,45,-1,-1,-1,-1,-2,0,35144,39400,55884,45432,0,54864,16924,28657,21140,43510,0,16605,0
150000,2,3,1,44,0,0,0,-2,0,0,9184,9960,8283,0,11081,9795,4817,9047,7832,0,6960,8201,0
90000,1,3,2,24,0,0,1,0,-2,2,2061,2571,2392,2447,0,2082,1404,2149,269,1720,0,191,0
30000,2,2,2,30,-2,0,0,0,0,0,0,13827,17878,17091,19346,14592,0,8376,17457,8902,6199,8545,0
40000,2,3,1,50,-2,-2,0,0,1,1,0,0,6532,8131,7214,7525,0,0,5050,2588,244,338,0
150000,1,2,1,50,1,0,0,1,1,0,84309,60519,79920,63522,57645,89063,6988,53474,37738,7821,7699,62492,0
50000,1,1,2,38,-2,-1,-1,-2,0,1,0,7924,7213,0,6627,7599,0,3288,5050,0,2327,270,0
250000,2,1,1,31,0,1,-2,0,1,2,107228,119504,0,108708,83273,92331,17472,14418,0,16240,1374,15688,0
50000,2,2,2,33,-2,0,-1,-1,-1,0,0,13002,19516,16962,16385,11419,0,6287,11261,15742,8036,2791,1
210000,2,1,1,42,0,0,0,-1,-1,-1,77833,76807,103812,75931,69190,113328,27473,23330,49950,50191,35586,83267,0
90000,1,2,1,45,1,1,-2,-1,-1,-1,20781,37092,0,35203,33222,36090,634,3655,0,9993,6112,28993,1
70000,1,4,1,37,8,2,2,2,3,5,34717,28976,26539,28170,20065,22272,1156,2575,3747,3729,421,2570,1
60000,2,3,2,24,0,0,0,0,0,-2,20052,20445,23597,13748,18553,0,7124,9485,13195,10273,11365,0,1
80000,2,1,2,25,0,1,1,0,0,0,39686,47729,40490,29976,37009,32363,27988,320,1134,10581,32237,28280,1
20000,2,2,1,41,0,0,1,1,1,0,11864,11849,11610,10853,10153,11602,9912,5756,2200,1061,462,6353,0
70000,2,2,2,32,0,0,0,0,0,0,32699,51291,37204,39774,33114,41095,26597,21034,31179,30552,31815,37042,0
360000,2,4,1,27,0,-1,-1,-1,-2,0,362076,317126,285794,304047,0,340779,207765,218751,190218,118786,0,293427,1
40000,1,3,1,39,0,-2,-2,-1,0,1,17088,0,0,17823,20389,19368,13432,0,0,13222,12553,2359,0
230000,1,2,1,44,0,0,0,-1,-1,1,36750,40498,27663,29516,34946,24176,33572,32457,10321,16372,34280,455,0
60000,1,1,1,24,-2,-2,0,2,0,2,0,0,26682,25783,32447,28422,0,0,20390,1532,26632,3239,0
100000,2,2,1,54,0,0,0,0,0,0,24777,29665,29416,28082,29575,30421,7026,11995,3185,5227,16024,8856,0
140000,1,2,1,32,0,-1,0,0,0,0,41284,52677,45205,44201,53042,36953,17949,31502,35765,13158,40823,23294,0
140000,2,3,2,44,1,1,0,0,0,0,94731,75441,89925,96576,91898,96010,2740,15539,68568,77613,76752,22875,1
90000,2,3,1,51,0,-1,-1,-1,0,-1,8517,9856,8595,9276,7858,6915,6873,2221,2569,6084,7051,5988,0
60000,2,2,1,22,2,1,0,0,0,0,35098,41457,34108,35119,29070,29103,8173,4863,28582,28617,16787,17643,1
20000,1,1,2,34,-1,0,2,0,1,-2,4515,9097,5419,5584,5657,0,4058,2652,648,3501,270,0,0
70000,1,1,1,31,-1,0,-1,-1,-1,0,54824,49239,62587,49342,47337,44229,46612,25705,49236,36949,19245,19456,0
90000,2,2,2,33,1,-2,-1,-1,0,1,56447,0,49398,34012,42154,48256,1116,0,20064,26177,33428,1821,1
210000,2,2,1,44,0,1,0,0,-2,0,147169,126145,160571,137560,0,91567,98217,20466,127467,46905,0,20167,0
180000,1,2,2,48,2,1,1,1,1,1,92420,95481,92931,91530,96946,64167,7429,4350,204,5828,36393,3788,1
190000,1,1,1,28,0,0,-2,0,0,-1,18898,31540,0,24393,23361,21298,11831,20236,0,7458,19795,8571,1
60000,1,2,1,41,-1,0,0,-2,0,0,11491,7900,11355,0,8672,11441,10122,6551,5222,0,6507,2842,0
70000,2,2,3,47,0,1,0,1,0,0,12224,9337,10023,10902,7038,10660,6870,18,1914,370,5260,7132,0
70000,2,2,1,42,0,0,-1,-1,-1,-1,11530,11112,11254,10537,11509,14532,3853,1849,5738,4380,1806,5335,0
60000,1,2,2,28,0,0,0,-1,0,0,39728,33054,44696,39458,35541,34911,38425,30364,35194,29182,25909,24044,0
90000,2,2,1,31,0,-1,-1,-1,0,0,67797,63166,53539,51684,66684,54669,49282,60065,17738,28995,16220,30432,0
50000,2,2,1,30,0,-1,0,0,0,0,20113,24001,18722,19056,22501,19790,11354,9078,12089,14609,17002,15640,1
370000,2,2,2,37,0,0,0,-2,0,-2,172157,171442,123100,0,149672,0,169340,69074,121718,0,138692,0,0
50000,1,2,1,38,1,0,0,0,0,0,8181,10395,8523,5054,7737,8189,709,4985,5327,3390,4718,6110,1
70000,2,2,2,24,-1,1,0,0,-1,-1,17658,11708,13218,16911,13711,13760,3698,288,3903,12851,11933,5493,0
180000,2,2,2,36,-1,-1,0,0,0,1,82341,94489,85117,82457,60987,84638,23177,52919,58678,78841,24163,2357,0
130000,1,1,1,32,1,0,0,-1,-1,0,66582,63280,49949,53668,62241,47545,4101,59879,44422,51004,51383,29672,0
380000,1,2,2,29,0,0,0,0,1,0,227167,253751,259369,258702,150703,249902,174814,67016,202821,250402,4384,223800,0
40000,1,2,2,29,0,0,0,-2,0,-2,14451,11207,14943,0,12549,0,10342,5294,14588,0,2602,0,0
200000,2,2,2,22,0,0,0,0,0,-2,121304,99666,117960,142928,120401,0,69319,57430,85248,101879,109539,0,0
50000,1,1,1,42,-1,-1,0,-1,-1,0,21477,22513,19870,23438,24475,22702,7648,18740,2796,10946,2201,15715,0
280000,2,2,2,27,3,-2,1,0,0,0,190300,0,225481,192480,251063,198950,29254,0,2162,93097,152008,164139,0
40000,1,2,2,47,0,-2,0,0,1,1,12541,0,14336,12936,11667,11764,6903,0,6466,9527,2619,248,1
80000,1,2,1,40,-2,0,1,1,2,-2,0,41025,36111,37442,36852,0,0,29065,2805,1249,3858,0,0
60000,1,1,1,34,1,2,2,1,1,1,19918,14960,18309,18280,15541,16462,24,381,5076,4117,4911,1380,1
90000,1,4,1,30,-2,0,0,0,-1,-1,0,33280,29372,28600,31584,35633,0,20801,27790,21077,15356,21621,0
520000,1,1,2,62,0,0,-2,-2,-2,-1,87471,94375,0,0,0,75184,62245,60664,0,0,0,66406,0
60000,1,2,1,79,1,0,0,0,0,0,13722,12840,16556,11909,11365,10061,4617,10816,4733,3511,8720,5318,0
140000,1,3,2,55,-1,-1,-1,0,0,0,51644,53895,43475,45510,44916,43509,29198,44559,19246,17562,20689,33393,0
40000,2,3,1,40,0,-2,0,0,0,1,6626,0,4450,6054,4308,5364,3168,0,2867,3560,2393,1163,0
310000,2,1,2,57,0,0,-2,-2,1,0,73498,56272,0,0,62666,70387,23568,15597,0,0,12096,58546,1
200000,1,2,2,31,-1,0,0,0,1,0,53052,47134,52310,39913,44395,48429,52325,19820,23013,22684,4558,48301,0
190000,2,2,1,27,-1,-1,-1,-1,-1,-1,85705,84339,88117,57001,80388,58207,28903,74398,43849,45266,31882,19266,0
20000,1,2,2,32,0,1,0,0,0,0,10194,9883,10116,9952,9278,13143,5730,606,1164,6888,7086,6938,0
160000,1,2,2,43,0,-2,1,0,0,0,71804,0,74741,72994,61642,59059,30307,0,21970,56811,29436,24819,1
50000,1,3,1,32,0,0,0,0,0,-1,15828,15039,20016,17217,20454,21642,5940,5606,19533,9218,14157,5599,0
120000,1,2,2,25,0,1,0,0,0,1,55119,46347,51983,47015,49938,38818,36499,2349,46182,17869,33127,8630,0
180000,2,2,1,36,-2,0,0,0,0,0,0,51133,56650,48717,65347,46460,0,37512,32314,32206,52362,41770,0
180000,1,2,1,34,0,0,-2,-2,-2,0,60367,74435,0,0,0,45972,17243,67378,0,0,0,39784,0
120000,2,2,2,29,1,0,1,1,1,0,41792,46227,35428,43320,37950,42429,2293,22637,5576,6150,2140,23769,1
40000,1,1,1,32,0,1,-2,1,0,0,6348,3816,0,5461,5297,5375,5133,293,0,519,4904,3588,0
120000,2,3,2,58,0,0,0,0,0,0,525,621,584,773,452,607,368,255,372,550,195,284,0
130000,2,1,2,35,1,0,0,0,0,0,55258,62610,53629,46530,55676,49865,9830,11626,31330,30617,45772,20799,0
50000,1,3,2,24,0,0,0,0,0,1,5642,6938,6488,6516,5926,5692,4360,3974,5220,2232,4015,88,0
130000,1,2,2,33,0,0,0,0,-2,0,34191,26981,27616,31095,0,30654,8493,26589,21148,17720,0,28197,0
40000,2,2,1,57,-1,-1,0,0,0,0,2896,2402,2508,2219,2132,2073,916,1811,2398,761,2093,481,0
60000,1,2,1,45,1,1,-2,2,2,2,18519,14177,0,20205,18371,14287,960,1030,0,558,978,350,1
270000,1,2,2,77,0,0,0,-2,-2,0,24742,24111,20932,0,0,18294,14706,23341,13939,0,0,15155,0
40000,2,1,1,30,-2,1,1,1,0,1,0,9018,11362,7850,8247,7958,0,191,779,397,6168,426,0
150000,1,1,2,41,1,1,1,1,1,-1,28993,32953,38157,26945,33477,30600,3094,10331,14980,4346,1940,30298,0
110000,2,2,2,29,3,0,1,3,2,-2,66389,66602,60350,45688,46391,0,9761,44151,11934,1333,12249,0,1
20000,1,2,1,34,0,0,0,-2,1,0,8824,6515,5924,0,6140,5771,3940,5024,2088,0,308,3600,0
140000,1,3,1,30,0,0,0,0,0,-2,106088,97448,95610,85933,85724,0,20863,63449,14507,49514,65871,0,0
80000,2,3,2,25,0,2,1,-2,-1,-1,15902,17516,18524,0,15376,11955,10204,657,1496,0,13075,8984,0
20000,1,3,1,29,0,0,0,0,1,1,901,646,812,796,798,609,481,541,592,267,14,40,0
160000,1,2,2,24,2,1,1,1,-2,0,52652,60893,65247,58691,0,50697,9355,5745,9599,12462,0,15929,1
90000,2,2,2,42,0,1,-2,0,0,0,58942,46608,0,48070,58007,43264,47138,383,0,46444,31767,32815,0
300000,2,3,1,29,-1,-1,-1,-1,-1,-1,145182,163766,157818,173628,165879,134344,68504,92185,101645,123553,117637,86144,0
70000,1,1,1,36,0,0,0,0,0,-1,1053,1054,1087,918,942,1167,753,793,839,437,464,1108,0
120000,2,1,2,37,0,0,0,0,0,0,7363,7109,7558,8559,7626,7116,5952,4927,4113,3449,4347,5009,0
90000,1,1,2,42,0,0,2,2,1,0,36125,30303,31621,26749,36243,22745,8620,20006,928,3681,1183,15544,1
150000,1,3,1,26,0,0,0,0,1,1,77327,78748,82114,79047,58950,87337,49477,59687,33823,34033,20100,6866,0
870000,1,2,2,35,-1,-1,-1,0,-1,-1,480705,336060,413792,329799,333820,486807,371500,248361,48054,275895,110507,325222,0
100000,2,2,2,39,0,1,2,0,-1,-1,19173,21711,23649,21003,18035,20179,17471,315,1365,14450,13536,5014,1
50000,2,3,1,38,0,0,0,0,0,0,5918,3953,5566,3539,4786,4098,4882,1189,4261,3259,1162,3656,0
60000,1,2,1,29,0,2,0,0,-1,0,15555,16962,16048,14221,11354,18233,7791,2576,8842,4565,7538,18182,0
130000,2,1,2,23,0,0,0,0,-2,2,46101,28470,39018,42457,0,40716,25493,6459,17662,34699,0,296,0
380000,1,1,1,29,-1,-1,-2,-2,0,0,86154,106820,0,0,102394,108594,63810,75153,0,0,21685,45640,0
180000,1,2,2,34,-1,0,0,-1,0,-2,19414,19892,16173,18547,16512,0,18900,12723,10766,5025,12913,0,0
50000,2,2,1,26,0,-1,0,0,0,-1,40930,36712,37802,40458,40889,29419,34168,14390,16611,22629,16991,18838,1
160000,1,1,1,44,1,-1,-1,0,0,0,41848,35280,33878,38161,36185,38313,959,24488,10095,24296,22695,31939,1
70000,2,3,2,43,0,0,0,0,0,1,37481,40781,42501,30831,34098,32440,18223,16624,29594,14453,29588,5216,1
30000,2,1,1,31,1,2,1,0,1,-2,10689,16298,11963,13805,8700,0,556,391,1333,6335,467,0,1
110000,1,3,2,52,0,0,-1,-1,0,1,37879,42910,47492,44986,47887,42290,33654,27575,23118,12676,35474,1234,1
30000,1,2,2,29,-1,-1,0,-2,1,2,12632,13200,9750,0,11673,6990,5266,4859,653,0,346,1844,0
40000,2,1,2,38,-1,0,0,-1,-1,0,15302,14946,16438,16505,17665,13268,14330,6307,5756,13924,9919,9664,0
290000,2,1,2,24,-1,-1,1,0,0,-1,46994,51967,60488,48919,51054,41983,41024,32392,10188,27621,42388,26376,0
120000,2,2,2,32,0,1,0,1,0,0,20695,15784,19514,18711,18845,19908,18205,288,13342,2356,12387,18153,1
90000,1,3,1,31,0,0,-1,-1,-1,-1,50010,47787,38819,44601,49900,48084,42814,17290,18281,37071,37585,24154,1
160000,1,2,2,34,0,-2,3,1,1,1,58067,0,44515,57192,59481,64485,22882,0,11201,3463,7283,5501,1
110000,2,2,2,50,0,-1,-1,-1,0,0,43102,51854,52017,46507,52554,51330,12637,45097,22776,37657,31696,40799,0
60000,2,2,1,33,1,0,0,0,1,1,17429,14647,14819,14722,13035,13623,4715,5453,10621,5191,3153,802,0
90000,1,3,1,31,-1,-2,-1,-1,-1,0,3420,0,2907,3689,3957,3233,2640,0,484,3290,2742,2343,0
50000,2,1,2,27,0,0,0,-2,-2,-1,18686,14577,18095,0,0,13288,12889,12796,12156,0,0,10407,1
120000,1,2,2,26,0,0,0,1,1,1,57403,79465,71593,72563,56922,65033,23347,65412,28172,12102,13952,4663,0
50000,2,2,2,47,2,3,1,-2,1,1,13318,15390,13485,0,14844,13002,1584,1330,1309,0,2457,649,1
250000,2,1,2,27,0,-1,-1,-1,0,-1,143209,95463,134210,131100,122570,124128,98095,86052,40007,41018,53802,42402,0
160000,1,2,1,35,-2,-2,0,-1,0,0,0,0,116730,94763,105932,91142,0,0,102433,78277,65129,16656,0
30000,1,2,2,24,0,0,0,-2,0,0,4293,4983,4483,0,5031,3947,2589,2876,2506,0,4667,2936,0
70000,2,1,2,23,0,0,-2,0,0,0,5869,5670,0,4348,5099,5029,2425,3314,0,2205,510,4591,0
90000,1,1,1,26,-2,0,0,0,1,0,0,68507,66087,61200,84122,59773,0,34137,20170,19683,17557,53600,0
140000,2,1,1,39,-1,0,-1,-1,-1,-1,43757,42220,43139,36721,40779,26705,31983,28890,40591,20007,23379,17059,0
70000,2,1,2,39,0,0,0,0,0,0,23558,25142,21232,25304,28957,22620,924,13278,19997,24191,20161,7216,1
220000,2,1,1,22,-1,-1,-1,-1,-1,0,20786,33143,20880,27393,19410,21922,9495,20434,19634,15037,16848,6294,0
70000,2,2,1,31,-1,0,-1,-1,-1,-1,12591,13118,12084,11068,13541,12361,6051,4914,7992,4429,8103,9175,0
90000,2,1,2,52,0,0,0,-1,-1,-2,71535,74196,57064,61568,53456,0,55168,33800,41371,26598,15726,0,0
70000,2,2,1,30,2,2,-2,0,0,0,11559,15800,0,13697,15523,16504,1647,736,0,7675,3259,3534,1
100000,1,1,1,25,0,-1,-1,-1,-1,0,33571,38332,39856,38022,40909,35484,16885,6317,23058,28512,22353,31285,0
60000,1,2,2,32,-2,0,-1,-1,0,0,0,12779,11705,13566,9967,8091,0,11677,8890,11375,5079,5655,0
90000,1,1,2,41,0,-1,-1,0,1,1,28812,28985,31132,21470,24026,31127,28403,22812,18895,17578,1043,294,0
60000,2,2,1,34,0,1,1,2,2,0,17512,14269,13299,15787,10356,17128,8330,864,825,1243,2692,5396,0
70000,2,2,2,33,0,0,0,0,0,-1,9782,10561,12062,6934,9143,10107,7880,10017,1219,4658,7496,8345,1
160000,2,1,2,31,1,-2,0,0,0,-1,105077,0,118898,98962,81998,98123,19621,0,57608,55166,57170,92179,1
160000,2,2,1,26,0,0,0,0,0,-1,24971,25352,27412,32189,25186,23479,14478,15288,12193,23517,16544,20282,0
40000,2,2,2,28,0,0,0,0,-1,-1,2006,2300,2426,3166,2221,2167,391,1761,807,2925,1702,596,1
110000,2,1,2,33,-2,-1,-1,-1,-1,-1,0,31375,45635,37622,35719,34680,0,16123,14706,19992,15394,25400,0
210000,2,2,2,30,-2,0,0,0,0,1,0,118870,109652,121074,108825,92443,0,99002,91859,46844,81218,689,1
40000,1,2,1,27,2,0,0,0,1,-2,20770,19612,17591,17704,14488,0,1958,16174,14287,6671,348,0,1
200000,2,3,1,25,2,0,-1,-1,-1,-1,27879,28108,23922,22666,29187,26115,8199,21534,14117,18334,26982,22861,1
240000,2,1,1,28,0,0,0,0,1,0,129344,124748,108078,94837,115385,105500,129248,123138,19762,38361,4202,99926,1
180000,1,3,2,43,2,2,2,1,-2,2,80182,73887,93457,74594,0,66959,7778,9504,829,25238,0,2368,1
170000,1,1,1,26,-2,0,0,0,0,0,0,51985,67351,55762,43841,54696,0,46735,27834,51117,13357,27702,0
150000,2,1,1,24,0,1,0,0,2,0,34451,34841,35878,35054,32389,35433,28604,373,22351,4604,1478,11933,0
140000,1,1,1,38,1,0,-1,-1,-1,0,64073,58365,74149,58919,62238,68371,1148,40715,68474,38247,38151,37127,0
50000,1,2,2,31,1,0,-1,0,-2,0,24411,27819,31672,29277,0,39629,1902,14744,20133,21608,0,36151,0
90000,1,1,1,32,0,0,0,0,1,1,47208,40979,55371,31772,44169,43936,33136,32908,12797,20970,1192,6090,0
80000,2,3,2,39,0,1,0,0,0,-2,14008,13341,11914,12634,12356,0,9863,3362,10287,7579,10072,0,1
150000,1,2,2,32,0,0,0,0,-2,0,43481,45191,56264,56036,0,37477,38469,41369,30446,38709,0,28446,0
90000,2,1,2,35,0,-1,0,-2,1,1,42454,58593,57070,0,43759,34730,40909,41834,27538,0,2641,129,0
50000,2,1,1,26,0,0,0,0,0,0,29014,37152,30485,19409,28995,27622,25837,28561,11683,2896,23285,15467,1
30000,1,3,3,33,1,2,1,0,1,1,31664,29964,22720,27263,32060,23730,1787,4890,616,17240,1575,455,1
160000,2,3,1,35,0,0,0,0,0,0,26759,27215,23992,29429,27474,27341,8628,24066,21286,15437,23275,10964,1
40000,1,1,1,34,0,-2,-1,0,0,0,31573,0,33549,28710,30804,28600,27088,0,29286,12383,27559,18743,0
50000,2,1,1,26,0,0,-2,0,0,1,3703,3616,0,2893,2698,2511,2430,3234,0,1581,337,332,0
60000,2,1,2,31,-1,0,0,-2,0,0,16423,13402,13466,0,16739,15754,9308,9074,1990,0,4571,8613,0
100000,1,2,1,43,0,0,-1,-1,0,1,65812,89660,85185,80930,64524,78915,19496,62705,42151,39269,53449,3667,1
160000,2,2,2,28,0,0,0,-1,-2,-2,56792,66254,62964,41047,0,0,43000,45990,43602,12064,0,0,0
60000,1,2,1,34,-2,2,1,3,2,-2,0,6508,7548,5222,5648,0,0,180,866,108,340,0,1
270000,2,1,2,39,0,0,0,-1,0,0,138362,174301,121519,162303,147514,113120,85231,52288,54509,144888,67290,69128,1
200000,2,2,1,47,-1,-1,0,-2,-1,-1,18362,17469,16669,0,18924,12210,16599,6775,13817,0,15291,10319,0
40000,1,1,2,46,1,0,0,-2,0,0,41720,28149,25052,0,29512,34424,13711,10807,17678,0,22836,21630,1
50000,1,4,1,38,0,0,0,0,0,1,16224,15213,22829,21029,20117,14088,13851,7903,10504,16533,13718,560,0
130000,2,1,2,37,-2,0,-2,0,0,0,0,9544,0,11462,11961,10878,0,7526,0,5879,9716,845,1
140000,1,2,2,30,-1,-1,-1,-1,0,1,73023,102637,115520,104221,100458,113605,54509,49604,44343,25800,81171,1779,0
40000,1,2,2,31,1,1,2,1,1,2,18578,18163,16636,17080,18447,20949,993,2462,36,134,1778,410,1
80000,2,1,1,28,-1,-1,-1,0,-1,0,45844,56165,45539,37287,36651,41839,19631,51034,30958,7567,22285,31767,0
290000,2,2,2,31,-2,-2,0,1,0,0,0,0,138445,107028,103592,105534,0,0,91994,6453,77754,90586,0
70000,2,2,2,33,0,-1,-1,-1,-1,-2,1892,2745,1558,2169,1866,0,1516,2239,574,1642,1759,0,0
220000,2,1,2,28,-2,1,0,0,0,0,0,161978,137914,161735,150296,192298,0,1946,19046,143159,73622,104578,0
120000,1,1,2,34,0,0,-2,-1,-1,-1,1817,2209,0,1813,1447,1676,1611,1048,0,1008,1068,1300,0
150000,2,1,1,26,-2,-1,-1,-1,-1,-1,0,11815,7148,9997,7713,10466,0,10081,5189,6592,5040,5687,0
90000,2,3,1,42,0,0,0,0,-2,-2,21452,14622,16078,19107,0,0,18709,10965,11238,8725,0,0,1
60000,1,2,2,34,0,0,0,0,0,0,23301,23712,21541,20496,31344,25451,5857,11191,15133,12445,12585,14867,0
130000,1,2,1,35,-1,0,0,0,0,0,48746,47277,48733,40227,43183,41218,17593,22864,25113,31673,36640,35932,0
60000,1,2,2,34,0,0,0,-1,0,1,37453,38109,28883,39650,32378,31983,20016,8643,22645,25667,28898,3947,0
240000,2,1,1,32,1,1,0,0,-2,0,138950,115446,155676,128308,0,131657,2824,6977,140870,93749,0,70779,0
80000,2,1,2,36,0,-1,-1,-1,-1,0,22931,17735,19085,18459,16118,18626,5932,14086,14071,7959,11952,5944,0
50000,2,1,1,36,0,0,0,0,0,1,9064,10958,9593,8678,10169,8390,5193,7033,7408,7109,5341,297,1
80000,1,1,2,39,-2,0,1,1,0,0,0,11624,10047,10323,10998,11890,0,5130,787,234,6611,6072,1
60000,2,1,2,49,0,0,0,0,0,0,27835,28882,31594,21609,19424,27153,24432,18918,24805,14229,9259,27016,0
50000,2,1,1,45,1,0,0,0,0,-1,16900,13340,12090,11289,16069,15501,1080,6773,10617,10275,10161,11546,0
30000,2,2,2,38,0,0,0,0,0,0,5254,6018,8190,5977,7023,5272,4089,5268,5123,2896,1791,1972,0
250000,2,3,1,26,0,0,-1,-1,-1,-1,111675,82057,73403,84853,77019,79207,42036,57553,28999,64651,32430,40460,0
110000,2,2,2,47,-2,0,0,0,-1,-1,0,52030,53132,45258,39133,45781,0,43578,42482,24001,26670,26171,0
50000,2,1,2,26,-1,0,0,0,-2,0,15051,17436,16795,14726,0,13751,4836,9049,16013,9009,0,11051,0
40000,2,1,2,24,0,0,0,0,0,0,4525,3861,4358,3342,3932,2454,2830,3105,3165,3044,1214,2142,0
140000,1,2,2,34,-2,-1,-1,-2,-2,0,0,95455,102129,0,0,90209,0,47794,69911,0,0,62031,1
60000,2,2,1,31,0,1,2,-2,2,0,26427,21879,17971,0,17697,18815,8257,1602,395,0,130,11369,1
110000,2,1,1,34,0,0,0,0,0,0,57308,68011,56136,44793,68662,60285,34312,19202,22719,34381,64043,5594,0
210000,2,2,2,59,-1,-1,-1,-1,-1,-1,107188,96515,89183,100202,90862,122284,97298,44890,31643,64467,62394,90233,0
20000,2,2,2,34,0,0,1,-2,0,0,2551,2115,2060,0,2356,1792,880,600,222,0,1473,1353,0
240000,1,1,2,29,-1,-1,0,0,0,0,170082,146686,123221,159982,129628,137877,101239,114266,63895,99876,38709,100330,1
50000,2,3,2,28,0,-1,-1,-1,-1,-1,26697,21639,20926,20803,25622,15517,5561,15135,15534,17519,25178,4100,0
160000,2,2,1,33,-1,-1,-1,-1,0,-2,43778,49366,55190,71683,67463,0,18568,46953,541,46521,32506,0,0
90000,2,1,1,41,0,0,0,0,1,1,61924,65862,63880,61580,80186,38537,17891,32701,49342,53099,2309,417,0
90000,2,3,2,61,1,0,-2,0,0,-1,52979,54044,0,55959,48285,40750,1215,33291,0,53866,20632,38075,1
100000,1,1,2,25,0,0,0,0,1,-2,29532,31644,30799,28109,26462,0,20027,14518,25719,25670,926,0,1
130000,1,1,1,33,0,0,-1,-1,-1,-1,30862,34949,27080,19075,29172,22342,9495,25674,23411,8554,24551,10708,0
90000,1,3,1,48,0,1,0,-1,-2,-1,8169,8740,9665,9454,0,9630,7447,807,4323,7676,0,7276,0
80000,2,3,1,32,0,-1,-2,0,0,0,4839,5110,0,5880,4469,4723,2386,3148,0,4348,823,2382,0
70000,2,2,2,43,-1,0,0,0,0,0,51727,62723,45393,60326,41614,45508,27496,41773,12816,10880,16726,25052,0
60000,1,1,2,32,1,0,0,1,2,1,22492,19223,21508,17305,16394,14148,943,13244,1587,1575,537,1685,0
200000,1,1,2,48,1,0,0,0,0,-1,41472,38669,38196,38365,43559,26987,10929,10331,31951,19759,40659,18937,0
