request_id,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
req_000926,30000,2,2,1,25,1,0,0,0,0,0,7537,7562,8180,6763,7016,7095,770,6986,3616,6084,5030,3820
req_000927,90000,2,2,1,25,2,2,1,0,-1,0,41597,25262,31128,33299,31358,29745,10,713,1068,24571,30068,18204
req_000928,70000,2,3,2,28,0,1,0,0,0,0,43229,37380,32800,36206,32373,43173,41102,1492,24836,31573,18223,19368
req_000929,340000,1,2,1,25,-1,-1,0,-1,-1,0,169089,205070,170405,161719,143762,134366,105705,198628,158623,73747,75583,106801
req_000930,50000,2,2,1,25,-2,-1,0,0,0,0,0,21323,20347,23028,21566,20509,0,11901,12724,6840,4477,15277
req_000931,90000,2,1,2,26,-1,0,0,0,-2,0,26975,34005,29964,27067,0,27851,13541,26461,20216,24325,0,25433
req_000932,70000,1,2,2,26,-1,0,-1,-2,-1,-1,28024,35002,31723,0,34524,21533,14192,26585,20822,0,11084,13815
req_000933,170000,2,2,2,29,0,0,0,0,0,0,107926,101154,97345,78259,105702,63626,59815,18061,24502,29447,78980,24284
req_000934,40000,2,1,2,28,0,0,0,1,0,-1,12101,8312,8924,9245,8375,9294,9134,5968,320,2631,7298,8856
req_000935,250000,2,3,2,28,0,0,0,0,0,1,40558,48606,42489,42495,41324,44535,24754,47735,8876,28549,15686,4575
req_000936,240000,2,2,2,28,0,0,1,0,0,0,143512,117064,103780,119585,114249,95225,37071,111330,12588,81278,62663,25228
req_000937,60000,2,3,2,28,0,0,0,0,0,0,19553,27391,24676,14895,15698,18906,10468,25931,19323,6205,9521,7997
req_000938,130000,2,2,2,26,-1,0,-1,-1,-1,-1,69127,57077,80757,76201,71982,68303,52394,50166,12870,53577,47080,40614
req_000939,160000,1,3,1,28,0,0,0,0,0,0,13839,15262,16029,15430,18265,11279,6999,14675,4362,12230,17510,1632
req_000940,190000,2,2,1,27,-2,1,0,0,-1,-1,0,35211,31849,34356,31400,26346,0,5439,14884,8979,3360,23476
req_000941,60000,2,1,1,28,2,1,0,1,1,0,25674,35592,30137,31313,18361,19319,975,2188,9986,6718,1523,15398
req_000942,260000,2,1,2,24,0,0,0,0,0,0,117711,95890,105805,109463,99323,96974,104463,78289,38625,23546,47367,38918
req_000943,200000,2,1,2,28,-2,-2,-1,-1,-1,-1,0,0,79658,83317,83991,80017,0,0,29180,56555,41073,20721
req_000944,110000,1,1,1,28,0,0,0,0,-1,0,50550,59723,39647,61444,60215,56005,21902,34933,12203,56526,30367,28918
req_000945,250000,2,1,3,27,0,0,0,0,1,0,1180,1112,843,878,897,1046,998,476,718,564,192,806
req_000946,90000,2,1,3,27,0,0,0,-1,-1,-1,39133,38556,41862,38855,34143,25409,32426,20704,26236,5508,20659,7402
req_000947,90000,2,1,2,28,1,0,0,0,0,0,78250,78583,77340,67827,72779,77889,3399,53170,37286,30788,21222,36193
req_000948,150000,1,2,2,29,0,-2,0,0,-1,-1,51290,0,37562,38933,37701,30322,36532,0,16746,23720,22387,23118
req_000949,150000,2,2,2,24,-1,-1,0,0,0,-1,54893,48827,40737,50467,67146,51101,18620,22390,12017,42560,39346,26469
req_000950,60000,2,3,1,24,0,0,0,0,0,0,46779,25352,45464,32386,38328,31051,18605,8170,26910,21715,11121,26095
req_000951,60000,2,2,2,24,0,0,1,1,0,0,3410,2544,2726,3445,2448,2798,2808,2365,79,25,209,1482
req_000952,30000,1,2,2,27,-2,0,0,-1,0,-2,0,11341,8670,11162,9364,0,0,4189,3380,7045,6490,0
req_000953,460000,2,2,1,27,0,0,0,0,0,0,2425,2691,2579,2863,2675,2549,580,1551,1639,1398,2295,1753
req_000954,80000,1,2,1,26,1,-2,0,0,-1,-1,59528,0,47177,46839,57734,34241,38,0,29024,29755,45771,8523
req_000955,120000,2,2,1,29,0,-2,-1,0,0,-2,13805,0,14612,11339,16656,0,5105,0,7259,9850,14938,0
req_000956,20000,2,2,1,29,0,0,-1,-1,0,0,4840,5204,3921,5026,5836,4472,853,4352,1077,4384,2955,4365
req_000957,70000,1,3,2,29,0,-1,-1,-1,0,-1,23654,16073,18588,20513,15483,15173,6322,13802,7418,9700,8949,8277
req_000958,150000,2,1,2,24,-1,-1,-1,-1,0,0,51307,50027,44396,45464,51886,52257,28252,15635,29185,40118,16991,15618
req_000959,70000,1,3,2,28,0,1,0,1,0,0,32833,43992,42798,40488,37417,38913,31441,8444,32587,5748,15021,24934
req_000960,210000,1,4,1,25,0,0,0,0,0,0,103789,76665,74830,64797,70715,64607,26062,34090,49483,53180,22725,60490
req_000961,150000,1,2,2,24,-2,1,1,0,1,0,0,75025,82800,90715,113904,94905,0,17764,2636,19334,43652,7471
req_000962,80000,2,2,2,27,0,1,2,2,-2,-1,25571,26308,26711,30925,0,25529,13743,4726,940,399,0,13393
req_000963,190000,2,2,1,28,0,0,0,0,-2,-2,103965,114549,104547,112652,0,0,95814,74847,37165,78886,0,0
req_000964,90000,2,1,2,24,-1,-1,0,0,-1,-2,18964,23670,18604,21945,19643,0,11139,14536,15242,15933,9747,0
req_000965,230000,1,1,1,23,-1,-1,-1,-2,-1,-2,130726,126208,143433,0,109679,0,55749,96684,64115,0,44773,0
req_000966,70000,2,1,1,27,0,0,-1,0,0,0,12419,14514,11611,11264,10079,10954,8866,8427,6787,8954,4903,2581
req_000967,70000,2,2,1,24,0,-1,0,0,0,0,22985,22908,21634,18301,22492,23834,21149,13328,15479,12360,18120,7590
req_000968,130000,2,2,2,26,0,0,0,1,1,1,44726,43105,40732,37622,42009,28956,32094,36178,35798,655,1976,827
req_000969,150000,2,1,1,24,0,1,0,0,2,0,34451,34841,35878,35054,32389,35433,28604,373,22351,4604,1478,11933
req_000970,110000,1,2,2,25,0,0,1,0,0,0,55000,42024,48719,53133,60216,53939,40931,23316,11329,28844,52599,39852
req_000971,80000,1,1,2,24,-1,0,-2,1,-2,0,71739,69855,0,59347,0,56451,45530,40561,0,8942,0,36790
req_000972,50000,2,2,2,29,1,1,0,-1,-1,0,26865,26565,26126,22686,26624,26506,2444,4907,19675,9069,11677,19348
req_000973,180000,2,2,1,29,1,1,1,-2,-2,0,146757,121814,128467,0,0,117880,25895,8978,19077,0,0,65797
req_000974,80000,2,1,1,28,1,2,2,3,2,1,13912,10961,11697,13832,9933,11257,32,1504,1488,348,175,110
req_000975,540000,2,2,1,27,0,0,0,0,0,0,154548,151023,144472,130758,163017,119560,113684,130395,43260,86905,85793,22515
req_000976,80000,2,2,2,24,1,0,0,-1,-2,0,87209,68067,82605,94588,0,64613,7571,49421,70534,64216,0,47015
req_000977,140000,2,2,1,24,0,-2,0,0,0,-1,37422,0,38241,30407,32283,29809,23971,0,21926,27104,21434,19416
req_000978,260000,2,2,2,28,-1,-1,0,0,0,-2,140051,129493,128782,109213,133592,0,100357,82335,99750,89754,109840,0
req_000979,180000,2,2,1,24,-1,-1,-1,-1,-1,-1,180266,131215,166634,116013,110248,123943,169148,57083,102483,90225,88123,104793
req_000980,250000,1,2,2,27,0,-2,0,0,-1,0,96254,0,83305,90050,71417,73651,21741,0,56738,24537,65317,69561
req_000981,30000,2,2,1,27,0,-2,1,1,3,3,16414,0,16282,18914,22721,22013,6691,0,2364,776,2509,506
req_000982,60000,1,1,2,27,0,0,0,0,1,1,10703,10935,10236,8010,8989,9978,9608,2840,3251,5213,1030,1668
req_000983,80000,2,3,2,27,0,1,0,0,0,0,18378,17137,16503,14447,15169,15277,10490,3508,5757,13289,9231,11904
req_000984,50000,1,1,1,25,-1,0,0,0,1,2,22598,25702,27698,30998,23184,22667,14547,18704,16709,27997,947,4766
req_000985,150000,1,2,1,27,1,2,0,-2,0,0,39085,35852,32499,0,26890,30292,1751,2595,13566,0,24694,24994
req_000986,130000,2,1,2,29,0,0,0,0,0,1,62144,66723,60973,51264,57756,53594,30404,16862,15638,18885,49593,4472
req_000987,220000,1,4,2,27,0,-2,0,0,-2,-1,29632,0,29458,27861,0,30413,22722,0,18988,22317,0,14748
req_000988,80000,2,2,2,24,0,0,-2,-2,0,-1,15899,16868,0,0,10541,12633,15229,13594,0,0,7103,9444
req_000989,70000,1,1,2,28,0,0,1,0,0,-2,19264,29183,21393,21319,23252,0,11184,22780,1035,7957,17597,0
req_000990,90000,1,2,2,25,0,0,2,1,0,-2,8312,5757,7364,8843,8031,0,7552,2519,264,1292,5109,0
req_000991,10000,2,3,2,27,0,0,1,0,0,0,2412,2309,2043,2254,1875,2040,1322,757,10,1854,712,958
req_000992,90000,2,3,1,28,0,0,1,0,1,-2,14643,20492,19122,15791,14031,0,9558,11212,1283,13539,1164,0
req_000993,130000,1,1,2,27,-1,-1,0,0,1,1,64025,73643,55719,73231,51166,61193,58729,44564,27059,45410,3769,3198
req_000994,130000,2,2,1,29,0,-2,-2,0,-1,-1,80682,0,0,64374,67865,74104,25872,0,0,43051,67469,47370
req_000995,100000,1,1,2,29,-2,0,0,0,0,-2,0,53288,58040,57800,58551,0,0,29600,36159,47854,24311,0
req_000996,20000,1,2,2,26,-1,0,-1,0,0,0,11644,12891,14347,12233,13546,11711,8171,7459,4980,2447,8100,10650
req_000997,110000,1,1,2,26,-2,1,1,0,0,-1,0,44883,44546,50499,59616,49941,0,420,152,24122,34476,46998
req_000998,100000,1,2,1,27,1,-2,1,1,-2,-1,21017,0,18844,21353,0,16197,1771,0,430,3118,0,12043
req_000999,120000,2,3,2,29,1,2,1,0,1,0,31242,32438,37210,33270,35631,32635,1101,6367,3991,22096,3233,24783
req_001000,110000,2,1,2,25,0,0,0,0,-1,-1,24484,20279,24466,15525,22604,22504,23893,2790,15182,8972,17564,14699
req_001001,90000,2,1,1,26,0,0,-1,-1,-1,-1,13481,17969,15281,13334,11963,18355,9219,13593,11386,4513,2646,7602
req_001002,100000,1,2,1,23,-1,0,0,-2,-1,-1,35863,25113,37900,0,30821,21794,17658,23632,23188,0,19243,21022
req_001003,130000,2,3,1,25,0,0,-1,-2,0,0,30934,22002,29953,0,30128,28311,17921,16615,29573,0,15843,9989
req_001004,120000,2,3,2,25,0,0,0,0,1,2,57561,48512,59885,51080,62716,46885,36101,29801,55856,1975,324,5555
req_001005,100000,2,1,1,29,0,0,0,0,0,-1,72066,68133,72972,64134,92860,57704,45402,37748,23069,40198,65213,18624
req_001006,110000,2,2,2,26,0,0,0,2,0,1,40349,29191,34827,27529,30393,28555,22827,16776,16570,267,18060,192
req_001007,20000,1,2,1,27,0,0,0,1,0,1,1757,1547,1456,1923,1405,1435,1647,1321,1304,124,1229,58
req_001008,160000,1,2,1,29,0,2,0,0,-2,0,33945,27065,33897,35455,0,35202,24377,2305,31555,23054,0,19761
req_001009,50000,1,1,2,28,1,0,0,0,0,0,19274,18612,18289,18434,12923,15373,6376,11016,12221,17485,9202,4550
req_001010,110000,1,3,2,29,0,0,0,0,1,1,23463,15048,17496,20468,18795,12461,6542,7263,17010,5686,917,1027
req_001011,200000,2,2,2,29,0,0,-1,0,-1,-1,13203,18215,18142,17444,14276,13297,7456,16671,5858,9013,6382,2621
req_001012,150000,2,1,2,23,-2,0,-2,0,-2,-1,0,110461,0,71875,0,90326,0,101810,0,47433,0,76759
req_001013,120000,1,2,2,28,0,0,1,-1,0,0,20916,21221,14931,17900,16412,20160,19878,6308,4069,9816,10557,19204
req_001014,170000,2,3,2,25,-2,0,0,0,-1,-2,0,66521,45843,47427,35525,0,0,43492,34354,39307,32436,0
req_001015,80000,1,2,1,25,0,-2,0,1,2,1,18124,0,14907,20504,17229,18543,14629,0,5437,451,617,3678
req_001016,50000,1,1,1,28,0,0,0,2,2,1,14000,14659,16630,14708,15234,14362,11566,3252,10747,552,410,774
req_001017,110000,2,3,2,28,-2,0,-1,0,0,-1,0,29532,28919,31191,35225,32147,0,28919,26843,8086,16013,11113
req_001018,190000,1,1,1,29,0,-2,0,-2,0,0,25690,0,25953,0,25263,24498,18671,0,13519,0,9821,20647
req_001019,120000,1,2,2,27,1,2,2,2,2,1,74982,57614,52390,63948,39722,56017,3290,805,5072,6211,3406,18369
req_001020,340000,1,1,2,26,0,0,0,0,-1,-1,111404,146710,167536,121907,140811,120712,94921,51584,118370,42686,131992,106548
req_001021,220000,2,2,2,27,3,2,0,1,-2,0,177856,182045,177311,159231,0,159240,30901,20721,71408,1849,0,153070
req_001022,30000,1,2,1,23,0,0,0,1,0,0,9905,9021,9131,9291,8833,8067,8152,5430,4040,131,6644,6358
req_001023,200000,2,2,2,26,0,0,0,-1,0,0,63292,86478,80684,81410,81874,78036,19547,76241,49901,49151,71040,65638
req_001024,220000,2,1,1,28,2,-2,0,-2,0,-1,203926,0,129260,0,206659,199553,10963,0,120545,0,66256,188060
req_001025,330000,2,4,1,27,0,0,-1,-2,0,-1,41876,55740,60594,0,56458,60109,10482,13559,53354,0,40694,43904
req_001026,190000,2,2,2,26,-1,0,0,0,0,-1,31732,29371,21499,25337,26512,22412,8125,17203,9723,12378,6957,7681
req_001027,90000,1,2,1,25,-1,-1,-1,-1,0,-1,2981,2323,2057,2040,2875,2507,1776,1289,1435,1867,2752,1079
req_001028,310000,1,1,2,26,-2,0,-2,1,2,0,0,152972,0,181466,197739,156076,0,124706,0,40102,849,100307
req_001029,60000,2,2,2,25,1,1,0,-1,0,0,14195,14378,16901,15422,13506,13016,2103,294,7948,13747,3315,7254
req_001030,40000,2,2,1,29,0,-1,-2,-1,0,-2,35942,21233,0,24790,29524,0,11487,11158,0,9182,12277,0
req_001031,180000,2,1,1,29,0,0,0,0,0,0,76020,83403,65201,71945,75684,71827,24897,61843,49123,62547,68793,63315
req_001032,30000,2,2,2,27,1,1,-2,0,0,0,32436,28954,0,31369,29210,28179,4219,2994,0,18967,25756,18529
req_001033,50000,1,2,1,26,2,0,0,0,1,-1,11178,8056,9761,9420,11744,11865,1186,6945,8979,2919,147,8599
req_001034,80000,2,3,1,27,-1,0,0,0,1,0,27631,35574,41280,26790,26231,26339,8976,23773,39189,22244,1798,17441
req_001035,180000,2,1,2,27,0,0,-2,-1,-1,0,19137,17095,0,13220,16399,11743,14778,16299,0,7693,8605,6152
req_001036,30000,1,1,1,27,0,0,-1,-1,0,-1,1716,2000,1823,1629,1736,1906,517,1175,931,1554,1116,1401
req_001037,30000,2,3,2,25,0,-1,-1,-1,-1,0,9036,9106,8762,9754,9841,11381,1656,7350,5323,5240,2467,7977
req_001038,340000,2,1,1,26,0,0,0,0,0,-1,168920,106979,159252,115717,135052,101090,71265,82139,96270,78334,110097,71068
req_001039,430000,2,2,1,24,0,0,-1,0,0,1,94085,69614,99996,80201,83952,71757,42217,35903,59075,27769,32033,56
req_001040,60000,1,4,2,26,-1,-1,0,0,0,3,17725,16022,11659,11843,10343,18526,9676,9427,5687,10876,4671,1175
req_001041,50000,2,2,3,27,1,1,0,0,0,0,22643,26570,20975,18940,18943,19082,1856,2764,10770,12942,12999,13840
req_001042,100000,2,2,2,27,2,1,0,-1,-1,-1,33670,38770,33294,31166,29777,33556,3923,4021,18121,23169,12018,31411
req_001043,160000,1,2,2,25,0,0,-2,0,0,1,78550,92025,0,64747,73164,88448,69571,80473,0,47293,36494,1125
req_001044,90000,2,2,2,28,0,0,0,-1,-1,-1,5684,5098,5498,4981,4671,4448,5120,4425,2618,2478,2134,1779
req_001045,200000,1,2,2,24,-2,0,0,0,-1,-1,0,55580,57292,48728,56073,51551,0,29725,43675,33052,39308,33592
req_001046,200000,2,2,1,27,0,0,-1,-1,-1,-1,68785,60966,64583,55031,50818,67556,20386,48261,36328,43833,25230,26095
req_001047,390000,2,1,2,26,-1,-1,0,-1,0,-1,35989,29939,37874,34275,32717,30579,8266,11922,15070,10992,19042,18695
req_001048,370000,2,1,2,29,1,1,1,2,0,0,214127,217788,166503,227720,191675,181172,6977,31627,39222,8058,93626,60176
req_001049,20000,2,3,2,28,2,1,1,2,3,4,19390,17998,14773,16959,17112,13192,2773,6841,497,1281,417,2261
req_001050,90000,1,3,2,28,0,0,0,0,1,0,36952,36907,35666,30121,33074,32729,21624,10721,19004,24357,1293,14549
req_001051,210000,1,3,2,27,0,1,1,3,2,1,89060,107337,115044,120047,84922,96554,36909,173,1810,19717,14712,5421
req_001052,70000,2,2,1,28,0,0,0,-1,-1,-1,42650,34283,45939,34836,28433,33722,26606,32653,42360,16226,26791,26216
req_001053,80000,2,3,1,27,0,0,0,-2,0,0,21618,28404,23447,0,21911,20814,11741,10728,11947,0,11513,15850
req_001054,100000,2,1,1,26,0,0,0,0,-2,0,55649,59645,58654,46134,0,52094,42746,40567,26754,31773,0,44142
req_001055,130000,2,1,2,29,0,-1,0,0,0,0,57865,50434,50868,45407,46214,48518,31721,48882,35872,25428,32227,42600
req_001056,80000,2,2,2,29,0,0,-2,0,0,-1,25499,19373,0,21399,19960,22825,20565,16583,0,5050,9659,18083
req_001057,80000,1,2,1,28,0,0,0,0,0,0,21598,22703,17332,22833,23298,20634,20067,10123,11484,12700,17140,8764
req_001058,160000,2,1,2,23,0,-2,-1,-1,-2,-2,6940,0,5281,4996,0,0,3286,0,3614,1839,0,0
req_001059,220000,1,2,1,26,0,0,1,0,-2,0,123809,107225,112288,124697,0,103845,92284,69465,21545,95663,0,53170
req_001060,80000,1,2,2,27,-2,-2,0,1,0,1,0,0,22093,21403,23103,17831,0,0,1203,694,17793,1890
req_001061,270000,2,2,1,29,-1,0,-2,1,1,0,118577,158121,0,145637,116354,116555,80902,125521,0,7877,307,54236
req_001062,360000,2,1,2,28,0,0,0,-1,-1,-2,242411,295855,240324,281577,310488,0,66557,274740,229087,201182,252637,0
req_001063,20000,1,2,2,27,-1,0,1,-2,0,0,11504,11193,9946,0,12336,9948,2093,7474,293,0,3146,7028
req_001064,90000,2,1,1,29,-1,-1,0,0,-1,-1,8242,6838,9108,9397,10173,9198,2059,3374,6086,7337,8163,5131
req_001065,80000,2,1,2,29,0,-1,0,0,0,0,24534,28463,30976,21957,27311,24977,19201,23254,22510,8220,17473,13195
req_001066,260000,2,2,2,23,0,-1,0,-2,-1,-1,44991,38520,37433,0,41360,44329,20731,33998,22668,0,29681,19389
req_001067,60000,2,2,2,29,-1,0,0,1,-2,0,29919,35828,29274,27827,0,26371,14151,26391,15987,1524,0,12520
req_001068,60000,2,2,2,25,-1,-1,-1,-1,-1,-1,1947,1932,1973,1748,2030,1882,1257,1389,849,684,1640,872
req_001069,40000,1,3,1,25,1,1,0,-1,0,0,25969,32246,30730,27596,24481,29152,417,6942,16041,12962,19133,19698
req_001070,50000,2,2,1,24,2,1,0,0,2,1,10601,9442,9934,13172,8948,11126,1878,516,8736,10211,174,33
req_001071,80000,2,3,2,26,0,0,0,0,-2,0,11143,14363,12686,13877,0,14528,7553,5742,11395,12700,0,7135
req_001072,60000,2,1,1,25,1,0,0,1,1,1,41391,39777,45993,60562,47553,52899,9652,29064,16827,3394,5911,89
req_001073,60000,1,2,2,29,1,1,-2,0,0,1,54056,64649,0,57000,63981,52004,2854,550,0,24031,36102,11622
req_001074,250000,1,1,1,21,0,0,0,0,0,0,21690,27864,26038,27836,22078,25964,13488,6653,7636,3410,10629,10677
req_001075,140000,2,2,1,27,0,0,1,0,1,0,56446,28529,48349,41687,42712,38765,27510,25654,1408,28064,6987,11458
req_001076,40000,2,1,2,29,-2,-2,0,0,-1,-1,0,0,8678,7774,9386,7511,0,0,7013,4077,8309,1980
req_001077,50000,2,2,1,25,2,2,2,0,-2,-1,16811,12998,10817,11948,0,12889,2999,890,1309,8172,0,7339
req_001078,20000,1,4,2,29,1,0,0,0,0,0,13970,11974,17405,10965,14466,12433,709,8229,13717,9914,12406,8454
req_001079,120000,2,2,2,28,0,1,3,2,1,0,64937,64334,59963,57118,64885,51926,44666,4146,24803,3324,2283,40046
req_001080,90000,1,1,2,25,0,0,0,0,0,0,36874,37691,37269,32340,32909,36742,18496,23717,28821,19827,29862,33546
req_001081,110000,2,2,2,29,0,0,0,1,1,0,20583,24568,23432,19508,22721,21325,15096,12282,17831,457,2833,14474
req_001082,410000,2,2,2,25,0,-2,-2,1,0,0,86229,0,0,95492,133171,100638,59321,0,0,20502,30198,50074
req_001083,150000,1,2,1,27,0,0,0,0,0,-1,32534,44213,42436,45863,44906,42662,15326,33289,31089,24417,21585,21030
req_001084,110000,2,2,1,29,-1,-1,-1,-1,-1,-1,53889,66165,50282,58591,48693,42242,45843,21343,45815,19951,25518,14445
req_001085,110000,2,2,1,22,-2,0,0,-1,0,0,0,16320,17378,13879,17712,13052,0,14045,12175,4205,14241,3328
req_001086,150000,1,2,1,25,-1,-1,-1,-1,0,-1,42394,48019,37871,47509,39649,42097,23573,33813,29781,42925,33224,20598
req_001087,70000,1,2,2,27,0,0,-2,0,0,0,7856,9243,0,9384,9207,7678,1595,5689,0,4828,854,3109
req_001088,130000,2,1,1,27,0,2,-2,1,0,0,39528,36680,0,45364,41347,40305,17270,13527,0,1398,14508,27156
req_001089,80000,1,2,1,27,0,0,0,0,-1,-1,44218,51301,50495,48665,43317,37527,27460,31915,28280,24742,24079,15894
req_001090,50000,2,3,2,22,-2,-1,-1,-1,-1,-2,0,34505,41241,34878,31493,0,0,10914,22991,4466,20087,0
req_001091,60000,1,1,2,25,0,0,0,-1,0,0,26322,17222,19705,23837,19008,17435,20581,16331,14514,16868,12753,8237
req_001092,70000,2,2,2,26,0,-2,-1,-1,0,0,23200,0,24023,26529,25945,28769,11470,0,16014,4004,23006,23185
req_001093,90000,2,1,2,28,0,-1,-2,-1,-2,0,31347,28261,0,31416,0,26058,9823,16270,0,9461,0,13752
req_001094,30000,2,1,2,24,0,-1,0,0,0,-1,6968,6324,4366,6695,6077,6510,4794,4017,1233,6058,3488,2019
req_001095,30000,1,4,1,23,-1,0,0,0,0,0,6311,6132,4740,5948,6254,7527,2408,4711,2352,5082,5094,5811
req_001096,80000,2,2,1,26,0,0,0,-2,0,0,14982,15656,17897,0,13356,15260,11729,13892,7526,0,3979,9324
req_001097,160000,2,2,1,28,-1,-1,-1,-1,-1,-1,63036,65682,48864,58918,55022,51998,48414,27234,28703,23881,37386,47676
req_001098,60000,2,1,1,28,0,0,0,0,0,0,17082,14774,14695,12386,12981,17129,14839,14297,12178,7183,10654,14057
req_001099,110000,2,1,2,26,1,0,0,1,1,0,22234,27804,30385,26584,28192,24926,4520,16940,29096,4865,332,13483
req_001100,120000,1,1,2,27,0,0,-2,0,-1,1,39323,35594,0,36675,33320,31291,17188,25088,0,17161,12364,157
req_001101,180000,1,2,2,28,0,-2,-1,-1,-1,-1,37610,0,43795,34791,25967,26408,14819,0,39768,25948,6992,11497
req_001102,10000,1,2,1,25,0,2,2,6,5,7,612,529,576,751,681,439,586,12,103,33,65,14
req_001103,50000,2,3,1,21,0,0,0,0,-2,2,8533,7994,8517,9175,0,11215,4761,5686,4652,4787,0,3466
req_001104,70000,1,2,2,27,0,0,0,0,1,2,43562,43752,47515,44268,51070,34892,21734,38353,20233,19978,6470,6333
req_001105,120000,1,2,1,26,0,0,-1,-1,0,-1,24257,28614,26514,21651,25092,24535,13473,15503,23379,6892,23557,14881
req_001106,50000,2,2,1,28,-1,-1,0,0,0,0,5355,4823,3657,4446,5217,4212,1476,2283,452,574,3922,3018
req_001107,90000,1,1,1,29,0,-2,-1,-1,-1,-1,53402,0,47519,42886,46404,54209,17470,0,25093,26954,45173,23342
req_001108,300000,2,2,2,27,0,0,0,0,0,-1,66060,56419,48219,54709,49878,43598,58877,30180,34029,24044,35103,10376
req_001109,20000,1,1,1,25,1,0,0,0,0,1,4028,4794,4463,4421,3904,3221,177,3973,812,2073,686,206
req_001110,120000,1,3,2,28,-1,-2,0,0,-2,-2,57042,0,49417,48238,0,0,54493,0,10527,7097,0,0
req_001111,30000,2,2,2,24,0,0,-1,-2,0,0,3340,3028,3308,0,2625,2972,1240,2857,2724,0,925,1915
req_001112,190000,1,2,2,28,0,0,0,0,-2,0,67366,70219,54818,60031,0,62952,33110,34636,34014,29083,0,58464
req_001113,220000,2,1,1,27,-1,0,-2,-2,0,0,39918,32591,0,0,39771,33290,34737,14614,0,0,27538,17652
req_001114,80000,1,3,1,29,0,-2,0,0,0,1,48062,0,27239,43942,40214,37003,40984,0,26640,35738,29901,1741
req_001115,70000,1,1,2,29,-1,0,0,-1,0,-1,11318,11500,10141,10791,8608,10397,3893,7562,5901,4317,7186,7423
req_001116,150000,2,3,1,26,0,0,0,0,0,0,120071,111328,101630,118748,81372,85282,19271,81742,46836,63205,68173,13360
req_001117,110000,2,2,2,23,2,1,1,1,0,0,66176,51412,45053,68663,49010,44759,1722,20289,9220,3767,20289,10819
req_001118,340000,1,1,2,25,-2,0,0,0,-2,-1,0,18984,18744,17914,0,14399,0,13755,16831,11182,0,7821
req_001119,170000,2,1,1,26,-1,0,0,0,0,0,88053,79174,83837,88241,91218,73130,79647,67412,66612,80636,54490,52334
req_001120,20000,2,1,1,25,1,0,0,0,0,0,7100,7957,8734,6586,8495,9086,208,5201,8297,4601,4402,6285
req_001121,30000,2,2,2,25,0,0,-1,0,-2,0,17030,17558,15018,20222,0,15267,12569,6099,6998,5272,0,10527
req_001122,80000,2,2,1,28,0,0,1,-2,0,-1,23775,25643,24575,0,24947,26439,18709,16584,2585,0,9443,10343
req_001123,80000,2,2,1,25,0,2,3,2,0,0,33917,32518,26142,26727,26487,34138,5471,421,3685,6166,12432,18024
req_001124,80000,2,1,1,27,3,2,0,0,0,2,28399,35176,28514,36441,21704,24058,1744,9334,15910,28004,19370,4317
req_001125,280000,1,2,1,29,-2,-1,0,0,0,0,0,36383,50251,45120,45324,42565,0,19107,42123,2060,30549,20730
req_001126,50000,2,2,1,24,0,-1,-2,-1,0,0,6200,10881,0,6620,8316,9035,4286,4362,0,2890,5513,1619
req_001127,210000,2,3,2,27,1,0,1,1,1,0,31875,30591,29412,27910,28024,29291,1352,21792,3686,709,1131,7433
req_001128,240000,2,2,1,24,-2,-1,-2,0,-2,-1,0,145403,0,149405,0,128891,0,120503,0,124691,0,47540
req_001129,70000,1,2,2,25,-2,0,0,-1,-1,-1,0,20983,19713,20562,23182,24195,0,13627,17920,15990,19387,16130
req_001130,110000,1,1,2,25,-1,0,0,0,0,-1,58599,61089,50655,60842,54660,46653,32610,49829,34685,46687,32730,18230
req_001131,380000,1,3,1,29,0,0,0,0,0,0,83926,102341,94522,110284,88149,77767,65333,44804,44785,23819,32057,19272
req_001132,150000,2,2,2,25,2,0,-1,-1,-2,-2,99093,84738,90426,105682,0,0,23694,52083,69802,65906,0,0
req_001133,80000,1,2,1,24,0,0,0,0,0,-2,31792,33643,26531,32369,29792,0,24770,17333,20376,25377,20444,0
req_001134,280000,2,2,2,29,0,0,-2,1,0,0,193195,131357,0,168299,155928,146707,81637,63172,0,25971,148088,105113
req_001135,50000,2,2,2,24,-1,-1,-1,-1,0,0,15693,25632,26316,20026,20353,22415,2088,15338,17590,16683,16149,13120
req_001136,360000,2,2,1,27,-2,1,0,0,-2,0,0,90825,118928,110006,0,108130,0,7850,69867,64459,0,45751
req_001137,80000,2,1,1,28,0,-2,0,0,0,0,55097,0,45355,46357,48118,49359,10625,0,12003,21796,31271,38344
req_001138,60000,1,2,2,27,-2,0,1,2,-2,2,0,11299,15590,10224,0,10211,0,6257,1478,1726,0,209
req_001139,20000,2,2,2,28,0,0,1,1,-1,-1,7430,7292,8475,9381,7854,7499,2126,5843,1364,2312,7103,5314
req_001140,50000,1,1,2,28,0,0,0,0,-2,0,716,743,621,709,0,557,411,461,236,607,0,325
