request_id,default_payment_next_month
req_001997,0
req_001998,0
req_001999,0
req_002000,0
req_002001,1
req_002002,0
req_002003,0
req_002004,1
req_002005,0
req_002006,1
req_002007,0
req_002008,0
req_002009,1
req_002010,1
req_002011,0
req_002012,0
req_002013,0
req_002014,0
req_002015,0
req_002016,0
req_002017,0
req_002018,0
req_002019,0
req_002020,0
req_002021,0
req_002022,1
req_002023,1
req_002024,0
req_002025,0
req_002026,0
req_002027,1
req_002028,0
req_002029,0
req_002030,1
req_002031,0
req_002032,0
req_002033,0
req_002034,0
req_002035,1
req_002036,0
req_002037,0
req_002038,1
req_002039,0
req_002040,1
req_002041,0
req_002042,0
req_002043,1
req_002044,1
req_002045,1
req_002046,0
req_002047,0
req_002048,0
req_002049,0
req_002050,0
req_002051,1
req_002052,0
req_002053,0
req_002054,0
req_002055,0
req_002056,1
req_002057,0
req_002058,0
req_002059,1
req_002060,0
req_002061,0
req_002062,0
req_002063,0
req_002064,0
req_002065,0
req_002066,0
req_002067,1
req_002068,1
req_002069,0
req_002070,0
req_002071,0
req_002072,0
req_002073,0
req_002074,1
req_002075,1
req_002076,0
req_002077,0
req_002078,0
req_002079,0
req_002080,0
req_002081,0
req_002082,0
req_002083,0
req_002084,1
req_002085,0
req_002086,0
req_002087,1
req_002088,1
req_002089,0
req_002090,1
req_002091,0
req_002092,0
req_002093,0
req_002094,0
req_002095,1
req_002096,0
req_002097,1
req_002098,1
req_002099,1
req_002100,0
req_002101,0
req_002102,1
req_002103,1
req_002104,0
req_002105,1
req_002106,1
req_002107,0
req_002108,0
req_002109,0
req_002110,0
req_002111,0
req_002112,1
req_002113,1
req_002114,0
req_002115,0
req_002116,0
req_002117,0
req_002118,0
req_002119,0
req_002120,0
req_002121,1
req_002122,1
req_002123,0
req_002124,0
req_002125,0
req_002126,1
req_002127,1
req_002128,1
req_002129,0
req_002130,0
req_002131,0
req_002132,0
req_002133,0
req_002134,0
req_002135,1
req_002136,0
req_002137,1
req_002138,0
req_002139,0
req_002140,0
req_002141,0
req_002142,0
req_002143,0
req_002144,0
req_002145,0
req_002146,1
req_002147,0
req_002148,0
req_002149,0
req_002150,0
req_002151,0
req_002152,0
req_002153,0
req_002154,0
req_002155,0
req_002156,0
req_002157,0
req_002158,1
req_002159,1
req_002160,1
req_002161,0
req_002162,1
req_002163,0
req_002164,0
req_002165,0
req_002166,0
req_002167,0
req_002168,0
req_002169,1
req_002170,0
req_002171,1
req_002172,1
req_002173,0
req_002174,0
req_002175,0
req_002176,0
req_002177,0
req_002178,0
req_002179,0
req_002180,0
req_002181,0
req_002182,1
req_002183,0
req_002184,0
req_002185,0
req_002186,0
req_002187,0
req_002188,0
req_002189,1
req_002190,0
req_002191,1
req_002192,0
req_002193,1
req_002194,0
req_002195,1
req_002196,0
req_002197,0
req_002198,1
req_002199,1
req_002200,1
req_002201,0
req_002202,0
req_002203,0
req_002204,1
req_002205,0
req_002206,0
req_002207,0
req_002208,1
req_002209,0
req_002210,1
req_002211,0
req_002212,0
req_002213,1
req_002214,0
req_002215,0
req_002216,0
req_002217,0
req_002218,1
req_002219,0
req_002220,0
req_002221,1
req_002222,1
req_002223,0
req_002224,0
req_002225,0
req_002226,0
req_002227,0
req_002228,1
req_002229,1
req_002230,0
req_002231,0
req_002232,0
req_002233,0
req_002234,0
req_002235,0
req_002236,0
req_002237,0
req_002238,0
req_002239,0
req_002240,0
req_002241,0
req_002242,1
req_002243,0
req_002244,0
req_002245,0
req_002246,0
req_002247,0
req_002248,1
req_002249,0
req_002250,0
req_002251,1
req_002252,0
req_002253,0
req_002254,0
req_002255,0
req_002256,1
req_002257,0
req_002258,0
req_002259,0
req_002260,1
req_002261,0
req_002262,0
req_002263,0
req_002264,0
req_002265,0
req_002266,1
req_002267,0
req_002268,1
req_002269,0
req_002270,0
req_002271,0
req_002272,0
req_002273,0
req_002274,1
req_002275,1
req_002276,0
req_002277,0
req_002278,1
req_002279,0
req_002280,0
req_002281,0
req_002282,0
req_002283,0
req_002284,0
req_002285,0
req_002286,0
req_002287,0
req_002288,0
req_002289,0
req_002290,1
req_002291,1
req_002292,0
req_002293,0
req_002294,0
req_002295,0
req_002296,0
req_002297,0
req_002298,0
req_002299,0
req_002300,1
req_002301,0
req_002302,0
req_002303,0
req_002304,0
req_002305,0
req_002306,0
req_002307,0
req_002308,0
req_002309,0
req_002310,1
req_002311,0
req_002312,0
req_002313,1
req_002314,0
req_002315,1
req_002316,0
req_002317,0
req_002318,0
req_002319,1
req_002320,1
req_002321,0
req_002322,0
req_002323,0
req_002324,0
req_002325,1
req_002326,1
req_002327,1
req_002328,0
req_002329,0
req_002330,0
req_002331,0
req_002332,1
req_002333,0
req_002334,1
req_002335,1
req_002336,0
req_002337,1
req_002338,1
req_002339,0
req_002340,1
req_002341,1
req_002342,0
req_002343,0
req_002344,0
req_002345,0
req_002346,0
req_002347,1
req_002348,0
req_002349,0
req_002350,1
req_002351,1
req_002352,1
req_002353,0
req_002354,0
req_002355,1
req_002356,0
req_002357,0
req_002358,0
req_002359,0
req_002360,1
req_002361,0
req_002362,1
req_002363,0
req_002364,0
req_002365,0
req_002366,0
req_002367,0
req_002368,0
req_002369,1
req_002370,0
req_002371,0
req_002372,0
req_002373,0
req_002374,1
req_002375,1
req_002376,0
req_002377,0
req_002378,0
req_002379,1
req_002380,0
req_002381,1
req_002382,1
req_002383,0
req_002384,0
req_002385,0
req_002386,0
req_002387,0
req_002388,1
req_002389,1
req_002390,0
req_002391,1
req_002392,1
req_002393,0
req_002394,1
req_002395,1
req_002396,0
req_002397,0
req_002398,0
req_002399,0
req_002400,0
req_002401,0
req_002402,0
req_002403,1
req_002404,1
req_002405,0
req_002406,0
req_002407,0
req_002408,1
req_002409,0
req_002410,0
req_002411,1
req_002412,0
req_002413,0
req_002414,0
req_002415,1
req_002416,0
req_002417,0
req_002418,0
req_002419,0
req_002420,0
req_002421,1
req_002422,0
req_002423,0
req_002424,1
req_002425,1
req_002426,1
req_002427,0
req_002428,0
req_002429,0
req_002430,1
req_002431,0
req_002432,1
req_002433,0
req_002434,0
req_002435,0
req_002436,0
req_002437,0
req_002438,0
req_002439,0
req_002440,1
req_002441,0
req_002442,0
req_002443,0
req_002444,0
req_002445,0
req_002446,0
req_002447,0
req_002448,0
req_002449,1
req_002450,0
req_002451,0
req_002452,0
req_002453,0
req_002454,0
req_002455,1
req_002456,0
req_002457,0
req_002458,1
req_002459,1
req_002460,0
req_002461,0
req_002462,0
req_002463,0
req_002464,0
req_002465,0
req_002466,0
req_002467,0
req_002468,0
req_002469,0
req_002470,0
req_002471,0
req_002472,0
req_002473,0
req_002474,0
req_002475,0
req_002476,0
req_002477,0
req_002478,0
req_002479,0
req_002480,1
req_002481,0
req_002482,0
req_002483,0
req_002484,0
req_002485,0
req_002486,0
req_002487,0
req_002488,1
req_002489,1
req_002490,0
req_002491,0
req_002492,0
req_002493,1
req_002494,0
req_002495,0
req_002496,0
req_002497,0
req_002498,0
req_002499,0
req_002500,0
req_002501,1
req_002502,1
req_002503,1
req_002504,0
req_002505,0
req_002506,0
req_002507,1
req_002508,0
req_002509,0
req_002510,0
req_002511,0
req_002512,1
req_002513,0
req_002514,0
req_002515,1
req_002516,0
req_002517,0
req_002518,0
req_002519,0
req_002520,0
req_002521,1
req_002522,0
req_002523,0
req_002524,0
req_002525,0
req_002526,1
req_002527,1
req_002528,1
req_002529,1
req_002530,1
req_002531,0
req_002532,0
req_002533,0
req_002534,0
req_002535,0
req_002536,0
req_002537,0
req_002538,0
req_002539,0
req_002540,0
req_002541,0
req_002542,0
req_002543,1
req_002544,1
req_002545,0
req_002546,0
req_002547,0
req_002548,0
req_002549,0
req_002550,0
req_002551,0
req_002552,0
req_002553,0
req_002554,1
req_002555,0
req_002556,0
req_002557,0
req_002558,1
req_002559,1
req_002560,1
req_002561,0
req_002562,0
req_002563,0
req_002564,1
req_002565,1
req_002566,1
req_002567,0
req_002568,0
req_002569,0
req_002570,1
req_002571,0
req_002572,1
req_002573,0
req_002574,0
req_002575,1
req_002576,0
req_002577,0
req_002578,0
req_002579,0
req_002580,0
req_002581,0
req_002582,0
req_002583,1
req_002584,1
req_002585,0
req_002586,0
req_002587,1
req_002588,1
req_002589,1
req_002590,0
req_002591,0
req_002592,0
req_002593,1
req_002594,0
req_002595,1
req_002596,0
req_002597,0
req_002598,0
req_002599,0
req_002600,0
req_002601,1
req_002602,0
req_002603,0
req_002604,1
req_002605,1
req_002606,0
req_002607,0
req_002608,0
req_002609,0
req_002610,0
req_002611,0
req_002612,0
req_002613,0
req_002614,0
req_002615,1
req_002616,0
req_002617,0
req_002618,0
req_002619,1
req_002620,0
req_002621,0
req_002622,0
req_002623,1
req_002624,0
req_002625,0
req_002626,0
req_002627,0
req_002628,1
req_002629,0
req_002630,0
req_002631,0
req_002632,0
req_002633,0
req_002634,0
req_002635,0
req_002636,0
req_002637,0
req_002638,1
req_002639,0
req_002640,0
req_002641,0
req_002642,1
req_002643,0
req_002644,0
req_002645,0
req_002646,0
req_002647,1
req_002648,0
req_002649,0
req_002650,0
req_002651,1
req_002652,0
req_002653,0
req_002654,1
req_002655,0
req_002656,0
req_002657,0
req_002658,0
req_002659,0
req_002660,0
req_002661,0
req_002662,1
req_002663,0
req_002664,0
req_002665,1
req_002666,1
req_002667,0
req_002668,0
req_002669,1
req_002670,0
req_002671,0
req_002672,0
req_002673,0
req_002674,0
req_002675,0
req_002676,0
req_002677,1
req_002678,0
req_002679,0
req_002680,0
req_002681,1
req_002682,0
req_002683,0
req_002684,0
req_002685,0
req_002686,0
req_002687,1
req_002688,1
req_002689,0
req_002690,0
req_002691,1
req_002692,0
req_002693,0
req_002694,0
req_002695,1
req_002696,1
req_002697,0
req_002698,0
req_002699,0
req_002700,0
req_002701,0
req_002702,0
req_002703,0
req_002704,0
req_002705,0
req_002706,1
req_002707,1
req_002708,0
req_002709,0
req_002710,0
req_002711,0
req_002712,1
req_002713,0
req_002714,0
req_002715,0
req_002716,0
req_002717,1
req_002718,1
req_002719,0
req_002720,0
req_002721,0
req_002722,1
req_002723,0
req_002724,1
req_002725,0
req_002726,0
req_002727,0
req_002728,1
req_002729,1
req_002730,1
req_002731,0
req_002732,0
req_002733,0
req_002734,0
req_002735,0
req_002736,1
req_002737,0
req_002738,0
req_002739,0
req_002740,0
req_002741,1
req_002742,0
req_002743,0
req_002744,0
req_002745,0
req_002746,0
req_002747,0
req_002748,1
req_002749,0
req_002750,0
req_002751,0
req_002752,0
req_002753,1
req_002754,1
req_002755,0
req_002756,0
req_002757,1
req_002758,0
req_002759,0
req_002760,0
req_002761,0
req_002762,0
req_002763,0
req_002764,1
req_002765,0
req_002766,0
req_002767,0
req_002768,0
req_002769,0
req_002770,0
req_002771,1
req_002772,0
req_002773,0
req_002774,0
req_002775,1
req_002776,1
req_002777,0
req_002778,0
req_002779,1
req_002780,1
req_002781,0
req_002782,0
req_002783,1
req_002784,0
req_002785,0
req_002786,0
req_002787,1
req_002788,0
req_002789,0
req_002790,0
req_002791,1
req_002792,0
req_002793,0
req_002794,1
req_002795,1
req_002796,1
req_002797,1
req_002798,0
req_002799,0
req_002800,1
req_002801,0
req_002802,1
req_002803,1
req_002804,0
req_002805,0
req_002806,0
req_002807,1
req_002808,0
req_002809,0
req_002810,0
req_002811,0
req_002812,1
req_002813,0
req_002814,0
req_002815,0
req_002816,1
req_002817,0
req_002818,0
req_002819,0
req_002820,1
req_002821,0
req_002822,0
req_002823,0
req_002824,0
req_002825,1
req_002826,1
req_002827,1
req_002828,1
req_002829,0
req_002830,0
req_002831,0
req_002832,1
req_002833,0
req_002834,0
req_002835,1
req_002836,1
req_002837,0
req_002838,0
req_002839,0
req_002840,0
req_002841,0
req_002842,1
req_002843,0
req_002844,0
req_002845,0
req_002846,1
req_002847,0
req_002848,0
req_002849,1
req_002850,1
req_002851,0
req_002852,0
req_002853,0
req_002854,1
req_002855,1
req_002856,0
req_002857,0
req_002858,0
req_002859,1
req_002860,0
req_002861,0
req_002862,0
req_002863,0
req_002864,0
req_002865,0
req_002866,0
req_002867,0
req_002868,0
req_002869,1
req_002870,0
req_002871,0
req_002872,1
req_002873,1
req_002874,0
req_002875,1
req_002876,0
req_002877,0
req_002878,0
req_002879,0
req_002880,0
req_002881,0
req_002882,0
req_002883,1
req_002884,0
req_002885,0
req_002886,1
req_002887,0
req_002888,0
req_002889,0
req_002890,0
req_002891,0
req_002892,0
req_002893,0
req_002894,0
req_002895,0
req_002896,0
req_002897,1
req_002898,1
req_002899,0
req_002900,0
req_002901,1
req_002902,0
req_002903,1
req_002904,0
req_002905,1
req_002906,0
req_002907,0
req_002908,0
req_002909,0
req_002910,0
req_002911,0
req_002912,0
req_002913,1
req_002914,0
req_002915,0
req_002916,1
req_002917,0
req_002918,0
req_002919,0
req_002920,0
req_002921,0
req_002922,0
req_002923,0
req_002924,0
req_002925,0
req_002926,0
req_002927,1
req_002928,1
req_002929,1
req_002930,1
req_002931,0
req_002932,0
req_002933,0
req_002934,0
req_002935,1
req_002936,0
req_002937,0
req_002938,1
req_002939,0
req_002940,0
req_002941,0
req_002942,0
req_002943,0
req_002944,0
req_002945,0
req_002946,0
req_002947,0
req_002948,0
req_002949,0
req_002950,0
req_002951,0
req_002952,1
req_002953,0
req_002954,0
req_002955,1
req_002956,0
req_002957,0
req_002958,1
req_002959,0
req_002960,0
req_002961,0
req_002962,1
req_002963,0
req_002964,0
req_002965,0
req_002966,1
req_002967,0
req_002968,0
req_002969,1
req_002970,0
req_002971,1
req_002972,0
req_002973,0
req_002974,0
req_002975,0
req_002976,1
req_002977,0
req_002978,0
req_002979,0
req_002980,0
req_002981,0
req_002982,0
req_002983,0
req_002984,0
req_002985,0
req_002986,0
req_002987,0
req_002988,0
req_002989,0
req_002990,1
req_002991,1
req_002992,0
req_002993,0
req_002994,0
req_002995,0
req_002996,0
req_002997,0
req_002998,1
req_002999,0
req_003000,0
req_003001,0
req_003002,1
req_003003,0
req_003004,1
req_003005,1
req_003006,0
req_003007,1
req_003008,0
req_003009,0
req_003010,0
req_003011,0
req_003012,1
req_003013,1
req_003014,0
req_003015,1
req_003016,0
req_003017,0
req_003018,0
req_003019,0
req_003020,0
req_003021,0
req_003022,1
req_003023,1
req_003024,0
req_003025,0
req_003026,0
req_003027,1
req_003028,1
req_003029,0
req_003030,0
req_003031,1
req_003032,1
req_003033,0
req_003034,1
req_003035,1
req_003036,0
req_003037,0
req_003038,0
req_003039,0
req_003040,0
req_003041,0
req_003042,0
req_003043,0
req_003044,0
req_003045,1
req_003046,1
req_003047,0
req_003048,0
req_003049,0
req_003050,1
req_003051,1
req_003052,0
req_003053,0
req_003054,0
req_003055,0
req_003056,0
req_003057,0
req_003058,0
req_003059,0
req_003060,0
req_003061,0
req_003062,1
req_003063,0
req_003064,1
req_003065,1
req_003066,1
req_003067,0
req_003068,1
req_003069,0
req_003070,0
req_003071,0
req_003072,1
req_003073,0
req_003074,1
req_003075,0
req_003076,1
req_003077,0
req_003078,0
req_003079,0
req_003080,0
req_003081,0
req_003082,0
req_003083,0
req_003084,1
req_003085,0
req_003086,0
req_003087,0
req_003088,0
req_003089,0
req_003090,0
req_003091,0
req_003092,0
req_003093,0
req_003094,0
req_003095,1
req_003096,0
req_003097,0
req_003098,1
req_003099,0
req_003100,0
req_003101,0
req_003102,1
req_003103,1
req_003104,1
req_003105,0
req_003106,0
req_003107,1
req_003108,1
req_003109,0
req_003110,0
req_003111,1
req_003112,0
req_003113,1
req_003114,0
req_003115,0
req_003116,1
req_003117,1
req_003118,0
req_003119,1
req_003120,0
req_003121,0
req_003122,0
req_003123,1
req_003124,0
req_003125,0
req_003126,0
req_003127,0
req_003128,0
req_003129,0
req_003130,0
req_003131,1
req_003132,1
req_003133,0
req_003134,0
req_003135,0
req_003136,0
req_003137,0
req_003138,1
req_003139,0
req_003140,0
req_003141,0
req_003142,0
req_003143,0
req_003144,1
req_003145,0
req_003146,0
req_003147,1
req_003148,0
req_003149,0
req_003150,0
req_003151,0
req_003152,0
req_003153,0
req_003154,1
req_003155,0
req_003156,0
req_003157,1
req_003158,0
req_003159,1
req_003160,1
req_003161,1
req_003162,0
req_003163,1
req_003164,0
req_003165,0
req_003166,0
req_003167,1
req_003168,0
req_003169,0
req_003170,0
req_003171,0
req_003172,0
req_003173,1
req_003174,0
req_003175,1
req_003176,0
req_003177,0
req_003178,0
req_003179,0
req_003180,0
req_003181,0
req_003182,0
req_003183,0
req_003184,1
req_003185,1
req_003186,0
req_003187,0
req_003188,0
req_003189,1
req_003190,0
req_003191,0
req_003192,1
req_003193,0
req_003194,1
req_003195,0
req_003196,1
req_003197,0
req_003198,1
req_003199,1
req_003200,0
req_003201,0
req_003202,0
req_003203,0
req_003204,1
req_003205,1
req_003206,0
req_003207,0
req_003208,0
req_003209,1
req_003210,0
req_003211,0
req_003212,0
req_003213,0
req_003214,0
req_003215,1
req_003216,0
req_003217,0
req_003218,0
req_003219,0
req_003220,1
req_003221,1
req_003222,0
req_003223,0
req_003224,0
req_003225,0
req_003226,1
req_003227,0
req_003228,0
req_003229,0
req_003230,0
req_003231,0
req_003232,0
req_003233,1
req_003234,0
req_003235,0
req_003236,0
req_003237,1
req_003238,1
req_003239,0
req_003240,0
req_003241,0
req_003242,0
req_003243,0
req_003244,0
req_003245,0
req_003246,1
req_003247,1
req_003248,0
req_003249,0
req_003250,0
req_003251,0
req_003252,0
req_003253,0
req_003254,0
req_003255,0
req_003256,0
req_003257,0
req_003258,0
req_003259,0
req_003260,1
req_003261,1
req_003262,0
req_003263,0
req_003264,1
req_003265,0
req_003266,0
req_003267,0
req_003268,0
req_003269,1
req_003270,1
req_003271,1
req_003272,0
req_003273,0
req_003274,0
req_003275,0
req_003276,0
req_003277,0
req_003278,1
req_003279,0
req_003280,0
req_003281,0
req_003282,0
req_003283,1
req_003284,0
req_003285,0
req_003286,1
req_003287,0
req_003288,1
req_003289,0
req_003290,1
req_003291,0
req_003292,0
req_003293,1
req_003294,0
req_003295,0
req_003296,0
req_003297,1
req_003298,1
req_003299,1
req_003300,1
req_003301,0
req_003302,0
req_003303,0
req_003304,0
req_003305,0
req_003306,0
req_003307,0
req_003308,0
req_003309,0
req_003310,1
req_003311,0
req_003312,0
req_003313,1
req_003314,0
req_003315,0
req_003316,0
req_003317,0
req_003318,1
req_003319,0
req_003320,0
req_003321,0
req_003322,1
req_003323,0
req_003324,0
req_003325,1
req_003326,1
req_003327,0
req_003328,0
req_003329,1
req_003330,1
req_003331,0
req_003332,0
req_003333,1
req_003334,0
req_003335,0
req_003336,0
req_003337,1
req_003338,1
req_003339,0
req_003340,0
req_003341,0
req_003342,0
req_003343,1
req_003344,0
req_003345,0
req_003346,0
req_003347,0
req_003348,0
req_003349,1
req_003350,1
req_003351,0
req_003352,1
req_003353,0
req_003354,0
req_003355,0
req_003356,1
req_003357,0
req_003358,1
req_003359,0
req_003360,0
req_003361,0
req_003362,0
req_003363,1
req_003364,0
req_003365,0
req_003366,1
req_003367,0
req_003368,0
req_003369,0
req_003370,0
req_003371,0
req_003372,0
req_003373,1
req_003374,0
req_003375,0
req_003376,1
req_003377,0
req_003378,0
req_003379,0
req_003380,0
req_003381,0
req_003382,0
req_003383,0
req_003384,0
req_003385,0
req_003386,0
req_003387,0
req_003388,0
req_003389,0
req_003390,0
req_003391,0
req_003392,0
req_003393,1
req_003394,1
req_003395,0
req_003396,0
req_003397,0
req_003398,0
req_003399,1
req_003400,0
req_003401,0
req_003402,0
req_003403,1
req_003404,0
req_003405,0
req_003406,0
req_003407,1
req_003408,0
req_003409,0
req_003410,0
req_003411,1
req_003412,1
req_003413,1
req_003414,1
req_003415,0
req_003416,0
req_003417,1
req_003418,0
req_003419,1
req_003420,1
req_003421,0
req_003422,0
req_003423,0
req_003424,1
req_003425,0
req_003426,0
req_003427,0
req_003428,1
req_003429,0
req_003430,0
req_003431,0
req_003432,0
req_003433,0
req_003434,0
req_003435,0
req_003436,0
req_003437,0
req_003438,1
req_003439,0
req_003440,0
req_003441,0
req_003442,0
req_003443,0
req_003444,0
req_003445,0
req_003446,0
req_003447,0
req_003448,0
req_003449,1
req_003450,1
req_003451,0
req_003452,0
req_003453,0
req_003454,0
req_003455,0
req_003456,1
req_003457,0
req_003458,0
req_003459,0
req_003460,0
req_003461,0
req_003462,0
req_003463,1
req_003464,0
req_003465,0
req_003466,0
req_003467,0
req_003468,0
req_003469,0
req_003470,0
req_003471,0
req_003472,1
req_003473,0
req_003474,1
req_003475,0
req_003476,0
req_003477,1
req_003478,0
req_003479,0
req_003480,0
req_003481,0
req_003482,0
req_003483,1
req_003484,1
req_003485,0
req_003486,0
req_003487,0
req_003488,0
req_003489,0
req_003490,0
req_003491,1
req_003492,0
req_003493,0
req_003494,0
req_003495,0
req_003496,1
req_003497,0
req_003498,0
req_003499,0
req_003500,0
req_003501,0
req_003502,0
req_003503,0
req_003504,0
req_003505,0
req_003506,0
req_003507,0
req_003508,1
req_003509,0
req_003510,0
req_003511,1
req_003512,0
req_003513,0
req_003514,0
req_003515,1
req_003516,0
req_003517,0
req_003518,0
req_003519,1
req_003520,0
req_003521,0
req_003522,1
req_003523,0
req_003524,1
req_003525,0
req_003526,0
req_003527,0
req_003528,0
req_003529,0
req_003530,0
req_003531,1
req_003532,0
req_003533,0
req_003534,0
req_003535,0
req_003536,0
req_003537,0
req_003538,1
req_003539,0
req_003540,0
req_003541,0
req_003542,0
req_003543,0
req_003544,1
req_003545,0
req_003546,1
req_003547,1
req_003548,1
req_003549,0
req_003550,0
req_003551,0
req_003552,0
req_003553,0
req_003554,0
req_003555,1
req_003556,0
req_003557,0
req_003558,0
req_003559,1
req_003560,1
req_003561,0
req_003562,0
req_003563,1
req_003564,1
req_003565,1
req_003566,0
req_003567,0
req_003568,0
req_003569,0
req_003570,0
req_003571,1
req_003572,1
req_003573,0
req_003574,0
req_003575,1
req_003576,0
req_003577,0
req_003578,0
req_003579,1
req_003580,0
req_003581,0
req_003582,0
req_003583,0
req_003584,0
req_003585,0
req_003586,0
req_003587,0
req_003588,0
req_003589,1
req_003590,1
req_003591,0
req_003592,1
req_003593,1
req_003594,0
req_003595,0
req_003596,0
req_003597,0
req_003598,1
req_003599,0
req_003600,0
req_003601,0
req_003602,1
req_003603,1
req_003604,0
req_003605,1
req_003606,0
req_003607,0
req_003608,0
req_003609,0
req_003610,0
req_003611,0
req_003612,0
req_003613,0
req_003614,0
req_003615,0
req_003616,0
req_003617,0
req_003618,0
req_003619,0
req_003620,0
req_003621,0
req_003622,1
req_003623,1
req_003624,0
req_003625,0
req_003626,0
req_003627,0
req_003628,0
req_003629,0
req_003630,0
req_003631,0
req_003632,0
req_003633,0
req_003634,1
req_003635,1
req_003636,0
req_003637,0
req_003638,0
req_003639,1
req_003640,0
req_003641,0
req_003642,0
req_003643,1
req_003644,0
req_003645,1
req_003646,0
req_003647,1
req_003648,0
req_003649,0
req_003650,1
req_003651,0
req_003652,1
req_003653,0
req_003654,0
req_003655,0
req_003656,0
req_003657,0
req_003658,0
req_003659,0
req_003660,1
req_003661,1
req_003662,0
req_003663,0
req_003664,0
req_003665,1
req_003666,1
req_003667,0
req_003668,1
req_003669,0
req_003670,0
req_003671,0
req_003672,0
req_003673,0
req_003674,0
req_003675,0
req_003676,0
req_003677,1
req_003678,0
req_003679,0
req_003680,1
req_003681,0
req_003682,0
req_003683,1
req_003684,1
req_003685,0
req_003686,0
req_003687,0
req_003688,0
req_003689,0
req_003690,0
req_003691,0
req_003692,0
req_003693,0
req_003694,0
req_003695,0
req_003696,0
req_003697,0
req_003698,0
req_003699,0
req_003700,0
req_003701,0
req_003702,0
req_003703,0
req_003704,0
req_003705,0
req_003706,0
req_003707,0
req_003708,0
req_003709,0
req_003710,1
req_003711,0
req_003712,0
req_003713,0
req_003714,0
req_003715,1
req_003716,1
req_003717,1
req_003718,0
req_003719,0
req_003720,0
req_003721,0
req_003722,0
req_003723,0
req_003724,0
req_003725,1
req_003726,0
req_003727,0
req_003728,0
req_003729,0
req_003730,0
req_003731,0
req_003732,0
req_003733,0
req_003734,1
req_003735,0
req_003736,0
req_003737,0
req_003738,1
req_003739,1
req_003740,0
req_003741,0
req_003742,0
req_003743,1
req_003744,0
req_003745,0
req_003746,0
req_003747,0
req_003748,0
req_003749,0
req_003750,0
req_003751,0
req_003752,0
req_003753,1
req_003754,0
req_003755,0
req_003756,1
req_003757,0
req_003758,0
req_003759,0
req_003760,0
req_003761,0
req_003762,0
req_003763,0
req_003764,1
req_003765,1
req_003766,0
req_003767,0
req_003768,0
req_003769,0
req_003770,1
req_003771,0
req_003772,0
req_003773,0
req_003774,0
req_003775,0
req_003776,0
req_003777,0
req_003778,1
req_003779,0
req_003780,0
req_003781,0
req_003782,1
req_003783,0
req_003784,0
req_003785,0
req_003786,0
req_003787,0
req_003788,0
req_003789,1
req_003790,0
req_003791,1
req_003792,0
req_003793,0
req_003794,0
req_003795,0
req_003796,0
req_003797,1
req_003798,1
req_003799,0
req_003800,0
req_003801,0
req_003802,0
req_003803,1
req_003804,0
req_003805,1
req_003806,0
req_003807,0
req_003808,0
req_003809,0
req_003810,1
req_003811,0
req_003812,0
req_003813,0
req_003814,0
req_003815,0
req_003816,1
req_003817,0
req_003818,0
req_003819,0
req_003820,0
req_003821,0
req_003822,0
req_003823,0
req_003824,1
req_003825,0
req_003826,1
req_003827,0
req_003828,0
req_003829,0
req_003830,0
req_003831,0
req_003832,1
req_003833,0
req_003834,0
req_003835,0
req_003836,0
req_003837,0
req_003838,0
req_003839,1
req_003840,0
req_003841,1
req_003842,0
req_003843,1
req_003844,0
req_003845,0
req_003846,0
req_003847,0
req_003848,0
req_003849,1
req_003850,0
req_003851,0
req_003852,0
req_003853,0
req_003854,1
req_003855,0
req_003856,1
req_003857,0
req_003858,1
req_003859,0
req_003860,1
req_003861,0
req_003862,0
req_003863,0
req_003864,1
req_003865,1
req_003866,0
req_003867,0
req_003868,0
req_003869,0
req_003870,0
req_003871,0
req_003872,0
req_003873,1
req_003874,1
req_003875,0
req_003876,0
req_003877,0
req_003878,1
req_003879,1
req_003880,0
req_003881,0
req_003882,0
req_003883,0
req_003884,0
req_003885,0
req_003886,0
req_003887,0
req_003888,0
req_003889,0
req_003890,0
req_003891,0
req_003892,1
req_003893,0
req_003894,0
req_003895,1
req_003896,1
req_003897,0
req_003898,0
req_003899,0
req_003900,0
req_003901,0
req_003902,1
req_003903,0
req_003904,0
req_003905,1
req_003906,1
req_003907,0
req_003908,0
req_003909,0
req_003910,0
req_003911,0
req_003912,0
req_003913,0
req_003914,0
req_003915,0
req_003916,1
req_003917,0
req_003918,0
req_003919,0
req_003920,0
req_003921,0
req_003922,1
req_003923,0
req_003924,0
req_003925,1
req_003926,1
req_003927,0
req_003928,0
req_003929,0
req_003930,1
req_003931,0
req_003932,0
req_003933,1
req_003934,0
req_003935,0
req_003936,0
req_003937,0
req_003938,1
req_003939,0
req_003940,0
req_003941,0
req_003942,0
req_003943,0
req_003944,0
req_003945,0
req_003946,1
req_003947,0
req_003948,0
req_003949,0
req_003950,0
req_003951,0
req_003952,1
req_003953,0
req_003954,1
req_003955,1
req_003956,0
req_003957,0
req_003958,1
req_003959,0
req_003960,1
req_003961,0
req_003962,0
req_003963,0
req_003964,0
req_003965,0
req_003966,0
req_003967,0
req_003968,0
req_003969,0
req_003970,0
req_003971,0
req_003972,0
req_003973,1
req_003974,1
req_003975,0
req_003976,1
req_003977,0
req_003978,0
req_003979,0
req_003980,0
req_003981,0
req_003982,0
req_003983,0
req_003984,0
req_003985,0
req_003986,0
req_003987,0
req_003988,0
req_003989,0
req_003990,0
req_003991,0
req_003992,0
req_003993,0
req_003994,1
