LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
130000,2,1,1,30,1,1,0,0,0,0,54283,45690,46249,50182,54598,44218,7395,4173,22566,14047,40773,18192,1
70000,1,1,2,51,0,0,0,0,0,1,46024,44229,39397,45118,25502,30037,29360,18024,31809,8304,10955,359,0
90000,1,2,2,37,0,0,0,0,-1,-1,23735,24338,23368,26692,19784,25881,13409,14759,20726,11525,8892,22023,1
130000,2,2,2,45,-2,1,1,0,0,-2,0,44330,52257,38621,41906,0,0,13,5283,7252,34404,0,0
40000,2,2,1,30,2,1,-2,0,1,1,22658,23420,0,24071,19903,19269,2509,820,0,4279,1700,474,0
100000,1,2,1,45,-1,-1,-1,-1,-1,-1,47581,37878,47648,42436,47732,23787,21018,13478,19196,40524,39121,18993,0
110000,1,2,2,50,3,2,2,1,1,0,40554,34938,40973,41233,37954,36672,6256,1245,126,6118,8815,19609,1
150000,2,2,1,37,0,0,0,0,0,0,31261,35377,51928,37446,51655,33534,28268,19605,48528,33980,37311,27317,0
180000,2,1,2,45,0,-2,0,1,2,0,64043,0,78435,59616,70866,45695,41181,0,60134,891,11033,18408,0
190000,1,2,2,43,-1,-1,-1,0,-1,-1,63247,66635,61544,67260,63896,61793,44164,60503,39208,59754,24265,37257,0
60000,1,3,2,32,0,1,3,3,0,0,21915,16537,16872,19934,21331,20665,19738,4042,842,3185,13464,7015,0
30000,1,3,1,35,0,0,1,2,2,2,6286,6444,6721,6504,5348,5057,2620,5450,902,817,300,78,1
50000,2,2,1,34,0,0,0,1,0,-2,10355,7862,8292,9366,8233,0,4889,3991,5632,530,7470,0,0
200000,2,1,1,36,1,0,1,2,0,0,84993,82616,75301,51293,90795,67140,25855,51844,18563,891,61214,58571,1
310000,1,1,1,39,-1,-1,-1,0,-1,-1,92805,104381,106701,101569,106703,89548,84265,42947,64372,48367,72482,61528,0
210000,2,2,2,32,-1,-1,-1,0,0,0,26360,28368,31762,30226,23561,25028,8693,26042,15448,16829,15277,14490,1
100000,2,1,2,36,-1,0,0,0,2,2,39334,29549,29487,30752,29249,32949,31558,25835,24671,2909,929,5363,0
40000,1,1,2,32,0,-2,1,0,0,0,16945,0,18782,16000,15290,19694,1530,0,2181,6354,5685,7478,0
150000,2,2,1,46,0,0,0,0,-2,0,69644,69769,60391,62134,0,48973,13992,39432,26176,52088,0,39592,0
50000,2,1,2,39,0,1,0,0,0,0,11192,11714,11752,12333,11680,11293,2453,467,3283,5604,11563,6216,1
80000,2,2,1,36,1,1,1,0,0,0,60367,53243,50040,52657,61524,60496,3954,2963,2372,24508,51965,16479,0
60000,1,1,1,38,1,0,1,0,0,-1,14799,14092,10859,12920,14952,13015,971,8495,1607,5231,3679,4723,0
200000,2,2,2,32,-1,-1,0,-2,-1,-1,111028,78375,99675,0,122943,100420,107017,56839,23130,0,77206,40872,1
250000,2,2,1,41,-2,1,1,1,1,0,0,122587,92769,129966,105224,116655,0,2750,2348,1821,4851,83462,0
60000,2,3,2,36,-1,-2,0,0,0,-2,36976,0,28828,31427,28023,0,20090,0,23325,25630,22451,0,0
110000,1,2,1,31,0,0,0,0,-2,0,21898,14972,22349,23971,0,16993,14257,4456,14928,6380,0,7361,0
110000,2,1,2,41,0,0,0,0,0,0,32445,45795,40678,43757,37539,41144,23132,33411,34240,32490,29383,34420,0
40000,2,3,1,43,0,0,0,1,0,-2,21930,15373,21682,22520,15919,0,14268,10532,7382,1822,8566,0,0
40000,2,2,2,36,0,0,0,0,0,0,6781,8108,6094,5184,6628,5437,3389,7511,4764,3264,4382,1141,1
30000,2,2,2,40,0,0,0,0,-1,-1,10166,6950,9221,9210,9194,8468,8469,3511,4551,5510,8137,3215,0
210000,1,1,2,46,0,0,0,-2,-1,0,94230,67497,64156,0,75953,75256,71095,40888,45330,0,46243,62863,0
160000,2,2,1,33,0,0,-1,-1,-1,0,71927,108773,79854,107214,89870,80792,46559,96261,49866,88836,63279,70011,0
80000,2,2,2,36,0,0,0,0,0,0,45238,53485,48505,40100,37353,48072,11318,32111,35351,18603,16390,10185,1
110000,2,2,2,40,0,0,0,0,0,-1,9781,11019,7238,7568,7894,8365,4278,5588,6749,5812,3156,2504,0
90000,1,2,1,52,0,-2,1,1,2,0,24055,0,16469,14125,19438,20889,19951,0,1219,546,282,17834,0
110000,2,3,1,36,-1,-2,0,0,-1,-1,86949,0,74302,70328,47874,65213,60377,0,67790,37821,27362,28980,0
90000,2,3,1,34,-1,-1,-2,-1,0,1,36793,35906,0,32677,34797,33876,10459,8206,0,30449,22967,9064,0
50000,2,1,3,33,3,-2,2,1,0,0,23365,0,25785,17870,18493,19390,3836,0,2048,1143,14079,11085,1
50000,1,1,1,52,0,0,-2,0,0,-2,1232,1192,0,800,959,0,1104,883,0,478,669,0,0
80000,2,3,2,41,0,0,0,0,0,0,5367,5747,5716,5778,7521,5562,3336,3954,1520,3794,1349,593,0
110000,2,2,2,37,-1,-2,0,0,0,-1,7305,0,6741,7822,6903,5798,3769,0,4013,6436,5753,5135,0
270000,1,2,1,41,0,0,0,0,1,1,76886,80803,96363,74139,73973,80763,52040,33660,57191,36818,1897,6999,0
50000,1,1,2,38,1,1,-2,0,0,1,29144,34297,0,36825,29256,32458,8076,2074,0,20588,22513,1185,1
30000,1,2,2,35,1,-1,-1,0,0,0,29995,19560,25102,23280,27388,23184,5084,17218,14355,10303,22269,16807,0
120000,2,3,1,33,1,0,0,0,0,0,26925,20413,20002,19531,20881,19188,1272,17235,12799,9148,5851,15459,1
110000,1,1,2,37,-1,0,-1,-1,-1,-1,26047,23373,16017,25690,14687,20024,19688,8345,15003,11181,7070,13246,0
270000,1,2,2,31,0,0,0,-2,-2,0,26210,35166,32085,0,0,27529,14271,22186,24383,0,0,24659,1
40000,1,2,1,33,-1,0,-1,-1,0,2,8288,9033,9295,10481,8820,7594,5379,2140,6083,6287,7313,323,0
610000,2,1,2,37,0,0,0,-1,-1,-1,417392,518162,409680,457782,482798,490888,270867,517226,319348,379427,316749,297363,0
50000,2,3,2,33,2,1,2,1,-2,0,27786,15934,24591,24988,0,19532,7673,735,4876,345,0,16221,1
200000,2,2,1,49,1,-2,1,0,0,1,104397,0,79747,95332,69055,76780,14582,0,1808,17866,65526,2023,0
90000,2,2,2,44,-1,0,0,1,0,0,64784,57652,57761,56815,61018,61226,32598,19866,45291,7620,40125,58054,1
70000,2,1,2,39,0,0,0,0,0,0,23558,25142,21232,25304,28957,22620,924,13278,19997,24191,20161,7216,1
380000,2,1,1,33,0,-1,-2,-2,0,-1,107068,119833,0,0,95834,85050,94834,98769,0,0,90752,63305,0
60000,2,2,2,43,1,0,0,0,0,1,9616,15353,10945,12820,12036,10418,1294,7394,5158,10039,7062,35,0
60000,1,1,2,34,0,1,1,0,0,1,10187,11972,10399,8492,9522,8898,7420,3757,41,1759,5484,72,0
70000,1,1,2,35,-1,-1,-1,-1,-1,-1,84470,71478,68532,50966,41557,54811,45236,62532,31587,31733,18175,25969,0
90000,2,1,1,45,0,0,0,-2,0,0,61501,46582,43226,0,30376,39931,47292,34491,38923,0,16528,9074,0
110000,2,2,2,45,1,0,0,0,1,1,57029,56314,57099,42688,60939,51750,6659,52800,36162,22030,506,180,0
70000,2,3,1,31,-1,-1,-1,-1,-1,-1,3935,5574,6439,5735,6609,5103,3316,5365,5039,3231,3558,3706,0
210000,2,2,2,39,-2,0,2,1,0,-1,0,92038,58375,80527,86695,68725,0,45121,681,6546,56919,46545,0
90000,2,2,1,33,-1,-1,-1,-2,2,-2,15841,17798,18071,0,14289,0,14167,15355,12424,0,43,0,0
120000,2,2,1,31,0,0,0,0,0,0,25922,41731,43758,23925,46600,27182,23469,40145,31683,16099,35018,12421,0
30000,2,1,2,36,0,0,0,-1,-1,0,6970,6126,5360,6035,5499,4765,3933,5969,3266,2939,4501,2263,0
30000,1,2,2,45,0,0,0,0,1,1,4084,3268,4427,3610,4443,3713,2445,2215,2707,2245,730,82,0
150000,1,3,1,35,0,0,0,0,0,0,47527,52500,50856,44651,46525,46251,43514,35955,23754,37370,33012,39449,0
150000,1,3,1,34,0,-1,-1,0,0,0,24129,25103,26061,22287,20388,21061,15821,23521,9545,6078,16694,19548,0
100000,1,2,2,36,-1,-1,0,0,0,0,24858,22198,23796,19846,21413,17413,11840,6234,21924,12789,16742,6904,0
240000,2,1,2,30,2,1,2,2,-2,0,142491,158347,122124,121883,0,123638,425,14434,20679,11798,0,108428,1
120000,2,4,2,46,0,0,0,-2,-1,-2,68356,61261,48085,0,43053,0,33992,45540,30813,0,35574,0,1
70000,2,1,1,30,0,0,0,0,1,1,22970,24911,26773,18747,17630,14930,15026,10380,20979,3773,643,1506,0
60000,2,2,2,49,0,0,0,-1,-1,-1,30852,23521,20157,27237,22685,17271,24374,17053,15009,4661,8997,14173,0
420000,2,2,2,46,0,0,-1,0,-1,0,202033,308323,190518,282887,245938,226190,165417,190600,97892,205135,231700,183246,0
40000,2,1,1,30,0,0,0,-1,-2,-1,3420,3374,3634,2655,0,3130,1904,1076,2854,1617,0,2598,0
90000,2,2,1,35,0,-1,-1,-1,0,-1,19677,27363,25292,20696,19838,20766,9652,18072,22429,16052,7184,7645,0
40000,2,2,2,34,-1,0,-1,-1,-1,0,22053,25855,31762,29493,25707,31621,18684,21095,11802,17239,3580,14785,0
60000,1,2,2,34,-1,-1,-1,-1,0,0,20787,21212,22986,22411,17518,23453,14511,19612,20057,16572,7858,15869,0
20000,2,3,2,44,0,0,0,-1,0,0,3748,3627,4366,3654,4449,3585,1505,3176,3926,3119,2831,2929,0
210000,2,2,2,37,0,0,0,0,0,0,59393,53316,54933,62255,60410,55302,46379,40401,37785,13144,55841,38832,1
130000,2,1,2,42,1,0,0,0,0,-1,69499,109349,115867,115297,83062,148162,20637,66535,69478,43383,15627,41868,0
50000,2,2,2,33,-2,0,-1,0,-1,0,0,14761,15391,18141,11200,12839,0,8087,12070,7764,10259,7880,1
70000,1,1,2,41,0,0,0,0,0,0,1431,1765,1707,1503,1643,1900,965,1464,1479,1003,855,1514,0
260000,1,2,1,30,-2,0,0,0,0,-2,0,36492,37548,33521,28352,0,0,23817,32132,16505,10947,0,0
150000,2,2,2,37,0,0,0,0,-2,-2,60645,41460,48681,57186,0,0,36108,18426,30609,35593,0,0,0
70000,1,2,2,33,1,0,0,-1,0,0,31865,27392,33124,31338,26196,29374,4617,15033,25428,25889,11258,16579,0
180000,2,1,1,39,0,-1,-1,-1,-1,-1,39712,49409,45075,39195,39108,37071,28762,36724,18353,9516,25635,19987,0
200000,2,3,2,31,0,-1,-1,-1,-1,-1,35030,23876,30731,39889,26993,27069,12252,11124,10235,36013,21364,23602,0
520000,2,3,1,33,-2,-1,-1,0,0,-2,0,5026,8099,6060,7851,0,0,4522,4198,4587,5271,0,0
110000,2,2,2,48,-1,-1,0,0,0,0,30946,36319,31848,36584,38480,39078,13843,21998,26908,20184,28687,16786,0
180000,2,2,2,30,0,0,0,-1,-1,-1,33380,31338,42635,31887,32722,39163,15040,24433,11150,10206,31169,33610,0
50000,2,3,1,41,2,2,1,0,1,1,16757,27041,27389,30001,19093,21750,4514,1138,5648,17630,9866,1543,1
60000,2,1,1,47,0,-1,0,-1,0,0,35116,38697,43840,31344,31757,30179,31531,33637,38364,21396,21568,24522,0
260000,2,2,1,35,1,0,0,0,0,-1,128293,129765,108216,104280,143940,92024,747,106370,42635,98150,94223,76630,1
110000,1,2,2,38,0,-1,0,0,0,0,11381,14741,11596,13444,11720,9659,7075,6346,1025,8750,8290,5584,1
120000,2,2,2,34,0,0,-2,0,-1,0,40723,38614,0,20570,42178,36839,30128,24440,0,14382,17215,28682,1
40000,2,2,1,36,0,0,0,0,-2,0,18188,21959,18754,14609,0,18769,9726,5019,4387,6477,0,14813,0
40000,2,1,1,36,0,0,0,0,0,1,13174,10774,15494,15013,15069,14831,5559,5281,5617,9687,8970,4510,0
170000,2,1,1,31,0,0,0,1,0,0,19628,22766,25033,17949,25792,16970,15629,22265,11274,842,22692,14464,0
200000,1,1,1,36,1,-2,0,0,-1,-1,82790,0,74764,98504,94874,69185,2047,0,34357,31936,43317,50013,1
120000,2,1,1,40,-2,0,0,2,0,0,0,26090,23355,22339,20837,21724,0,21003,15045,2286,8211,18896,0
210000,2,2,1,35,0,0,0,0,0,0,17469,19147,23971,24951,25557,21878,11418,3987,17040,10557,13292,17333,0
130000,2,2,1,39,0,-1,0,0,0,-1,17986,24970,20726,19767,18362,19782,5911,11427,9504,9970,10601,9841,0
70000,1,2,2,30,1,0,2,2,2,1,29085,28504,26559,26563,28053,25403,872,12431,3082,1036,993,2195,1
190000,2,3,2,42,0,0,-2,0,0,0,135695,88303,0,87758,88119,98943,135441,81529,0,75079,25219,44966,0
270000,2,1,1,40,0,0,0,0,0,-2,110127,83448,116918,93796,95163,0,41766,26443,61895,80631,23227,0,0
170000,2,2,1,58,0,0,0,-2,0,0,55748,63230,55677,0,45682,50313,16109,57965,53187,0,45623,37616,0
90000,2,2,1,34,-1,0,0,0,-2,0,20977,14357,18981,21061,0,16798,12620,5344,15169,5958,0,6178,0
160000,2,1,1,40,-1,-1,-1,-1,-2,0,78377,83093,55916,63133,0,54754,22854,73961,29265,43828,0,51373,0
230000,2,1,2,39,0,0,-2,0,2,2,151153,116082,0,147118,168525,103465,132591,79286,0,76780,6277,4390,1
60000,2,2,2,35,2,2,1,0,0,1,18165,19494,16782,14347,16987,15776,1069,2536,27,11012,6283,1326,1
90000,2,1,1,30,0,0,0,0,0,0,36862,27705,31316,34246,37634,33042,22920,19160,24356,25548,24123,26751,0
620000,2,3,1,39,0,0,-1,-1,-1,-1,212689,286343,275066,197495,254242,251474,33945,197262,170481,95330,125739,226594,0
180000,2,3,1,46,0,0,0,0,1,0,104369,100806,83336,116946,83108,83785,98733,57835,77212,29729,17359,60011,1
420000,1,1,1,30,1,1,0,0,0,0,170052,271842,192895,245008,225547,165272,5254,38022,166037,218351,215562,123604,1
40000,2,2,2,31,0,0,0,0,-2,1,3938,3382,3409,3428,0,3544,3483,2712,1263,760,0,26,0
120000,2,1,2,32,0,0,0,-1,0,-1,36091,43897,48956,53569,41216,48900,30706,38280,47875,27374,21872,37873,0
60000,1,2,2,32,0,-1,-1,-1,-1,-1,15227,11210,12133,13810,12459,14305,9018,3826,10508,3887,8535,9289,0
60000,2,3,2,41,0,1,2,2,4,3,24578,26150,23468,22633,25220,23179,13243,1570,3769,1963,825,843,1
60000,2,1,2,40,-1,-1,-1,0,0,0,42228,39107,39602,29651,32274,29154,20396,32525,29775,18018,14836,25506,0
40000,1,2,1,50,0,0,0,-1,0,-1,1128,1102,1073,1008,1136,1072,1084,500,927,412,696,932,0
210000,2,3,2,34,0,0,0,0,0,-1,18966,19930,19181,21679,22528,18841,10612,14778,4743,20075,2664,18469,0
30000,2,1,2,31,0,-1,0,-1,-2,-1,1649,1882,1417,1470,0,1598,1291,1429,1030,380,0,251,0
320000,1,1,2,41,0,0,0,0,-1,-1,167712,147975,158554,132763,131692,131669,96997,131509,65315,88911,80690,39302,0
160000,2,2,1,41,0,-2,-2,0,0,0,111655,0,0,77314,93408,57469,69932,0,0,50440,43640,34929,0
60000,1,2,2,32,-2,0,0,0,1,0,0,9867,9677,9413,12629,9826,0,9509,7905,1909,2083,8429,0
110000,1,3,2,36,0,0,0,1,1,0,92723,89914,82063,62467,74143,65460,25603,39176,31210,6993,8984,62150,0
90000,1,2,1,48,0,0,2,1,0,0,21035,23160,22683,18089,24075,23858,12289,15885,73,1388,19122,17555,1
60000,2,2,1,32,0,1,0,0,1,-2,19614,23339,20964,16756,20157,0,17613,5159,18600,12465,2631,0,0
50000,1,3,1,34,-2,2,0,0,0,-2,0,15822,19242,15830,11609,0,0,1088,18166,14292,7414,0,1
180000,1,1,1,42,-1,0,1,0,0,0,14900,12485,10978,11776,10831,12220,11234,10939,5906,6001,5222,5526,0
70000,2,3,1,39,-1,-1,-1,-1,-2,1,57362,41565,63324,45315,0,54305,47504,34262,27880,14092,0,837,0
50000,2,1,1,35,0,0,0,0,0,0,20733,23080,18672,24233,23361,20557,16637,16109,9121,20291,16028,8361,0
120000,1,3,1,32,0,0,0,0,-2,0,20130,21364,19807,16753,0,18372,19661,19813,15529,5473,0,4481,0
30000,2,2,1,37,1,1,0,0,0,1,6481,7789,8416,5011,5249,6535,1072,1480,4886,1904,4620,624,1
180000,2,2,2,48,0,1,0,1,2,1,120595,115510,94879,106086,110280,111507,49273,23320,74089,17311,2320,25776,0
70000,2,3,1,41,1,0,0,1,-2,2,31964,22100,29757,24994,0,20713,4726,20650,21926,6509,0,2537,1
70000,2,2,1,44,0,0,-2,1,1,2,10870,13563,0,12404,11428,10205,7138,11257,0,456,511,249,0
50000,2,3,1,34,0,0,0,0,0,-2,20390,18708,14839,16934,15594,0,12655,17367,1509,11319,12329,0,1
180000,1,2,1,38,0,0,0,0,0,0,107100,108429,113354,102165,126251,83396,59964,91057,77997,39689,45670,8742,0
230000,2,2,2,43,-1,0,0,-1,0,-1,161822,209170,133219,175235,143357,157856,113006,152187,80503,111747,110591,53819,0
50000,1,2,1,30,0,-1,-1,0,-2,0,13757,13709,13526,12139,0,12484,9676,2205,6754,10210,0,10865,0
150000,1,3,1,31,1,1,1,0,0,-1,121219,101213,82332,131489,119948,90095,17495,989,1089,99641,98680,63028,0
30000,1,1,2,36,0,2,1,-1,0,0,12537,11763,13657,9891,11332,15794,6891,2216,1266,3279,6877,15424,0
130000,2,3,2,44,-2,2,1,2,-2,0,0,1138,1463,1285,0,1092,0,13,96,114,0,459,0
140000,2,1,1,36,-1,-1,-1,-2,-1,-1,65213,59386,51551,0,68541,75655,41630,12809,19644,0,59202,59676,0
90000,2,2,2,31,0,0,0,0,0,0,21203,14402,20406,18207,19312,16716,14492,4624,9253,14713,12946,7284,0
30000,1,2,1,36,2,0,-1,0,3,2,17600,14404,17645,17149,13697,12342,1538,11127,14758,5612,1168,473,1
80000,2,1,2,42,1,1,0,-1,-1,-1,20336,18329,19612,16227,16895,13662,840,1867,15826,3713,15324,5191,1
200000,1,2,1,43,0,-1,0,1,1,2,22635,17571,21249,20120,17731,21876,21270,9229,17718,957,2085,12271,0
160000,2,2,1,33,0,-1,-1,-2,-1,-1,43774,42601,31887,0,36967,34660,28923,14898,17854,0,18020,28961,0
120000,1,3,2,30,-2,-1,-2,0,0,0,0,35621,0,61267,45706,32016,0,16976,0,47427,35076,22178,1
100000,1,2,1,36,1,-1,1,0,0,1,54100,33637,63208,29952,52258,51647,5119,29905,12553,22113,22832,1215,1
90000,1,2,2,43,-1,-1,-1,0,-1,-1,39865,42500,40745,36558,39760,30580,19476,24671,17797,29758,15776,25245,0
160000,2,1,1,46,0,0,0,0,0,0,34118,35241,37177,43244,36250,31944,17044,31514,23737,26442,32123,21276,0
70000,2,3,2,32,0,0,0,0,0,1,13753,10947,10741,11112,12765,12810,9113,7280,2891,9851,5784,454,0
80000,2,3,2,63,-1,-2,0,0,0,2,26123,0,26168,25153,26343,21533,19425,0,8595,16210,21245,1931,0
120000,2,2,2,53,0,0,-1,-1,-1,0,59355,60846,68239,70026,71146,52066,37039,25476,64930,34628,43914,34273,0
90000,1,2,1,52,0,-2,0,-2,0,0,16878,0,13477,0,17630,15145,11555,0,12922,0,8592,3867,0
50000,1,3,2,33,-1,-1,0,0,0,0,3521,3484,3241,3379,3647,2678,1876,699,2472,3152,858,2189,0
200000,2,2,2,37,0,0,0,1,2,2,24687,21845,22396,26448,22959,31496,7771,10628,13652,2414,520,734,0
110000,1,1,2,40,-1,0,0,1,-2,0,2587,1773,1908,2095,0,1463,1387,469,1258,263,0,1035,0
110000,2,2,1,36,0,-1,0,-1,-1,-1,46508,41811,52651,43578,54722,40330,29442,8207,16766,41113,41210,23708,1
140000,2,2,2,34,2,1,0,1,0,1,78915,71145,69842,97527,77797,76051,12016,9350,56981,11224,35146,1028,1
500000,2,3,2,31,0,0,0,0,0,0,240871,215379,225999,203077,186662,163845,139094,53988,159850,115362,78853,13663,0
90000,1,3,1,35,0,0,0,0,0,0,39226,39259,27618,25114,29371,33589,22930,13450,17309,12779,17852,7043,0
100000,1,3,2,56,-1,-1,-1,-1,-1,-1,31759,31178,28872,26877,30077,34304,29096,25344,11447,5936,11248,12718,0
100000,2,2,2,47,0,1,1,0,1,0,29569,27289,26730,26979,22730,30038,20132,2888,2799,13175,480,21994,0
390000,1,2,2,38,-1,0,1,1,0,0,66559,50729,51507,49089,35496,43398,48833,20315,673,9167,3797,18539,0
80000,1,1,2,31,0,-2,0,0,0,-1,27756,0,18782,25323,19407,20733,2842,0,5877,2194,15690,16920,1
210000,2,2,1,36,0,0,0,0,-2,-1,27656,19878,22003,16940,0,26962,16827,13803,20058,10597,0,19485,0
90000,2,3,1,38,0,0,1,1,1,3,21345,24262,21565,27267,22581,19908,11187,15532,7305,7294,324,3237,0
40000,2,2,2,36,0,0,0,0,0,0,28670,35061,33272,33961,25033,31677,21714,9293,13464,28045,14777,28020,0
110000,2,3,1,36,0,-2,0,0,1,1,75141,0,65971,87757,68852,65091,58902,0,21855,71099,6111,6111,0
80000,1,2,2,39,-1,-2,-1,-1,-1,-1,11957,0,8533,8261,8791,8034,6214,0,6713,5076,5825,7789,1
30000,2,1,1,49,0,0,1,-2,0,0,12887,16541,8908,0,10879,9847,10886,9775,1303,0,1086,6910,1
50000,1,2,2,34,0,1,-2,-1,0,-2,21735,19009,0,24600,21445,0,19538,6787,0,16711,5308,0,1
130000,2,3,2,48,0,0,-2,0,-1,-1,34289,41548,0,34368,29479,32072,15481,20771,0,9798,19929,29005,1
80000,1,2,1,40,-2,0,1,1,2,-2,0,41025,36111,37442,36852,0,0,29065,2805,1249,3858,0,0
40000,2,2,1,39,-1,-1,-1,-2,0,-1,22697,17754,21979,0,15371,15977,14161,9968,7839,0,13721,11302,0
30000,1,2,1,41,0,-2,0,0,-1,0,1977,0,1627,2027,2225,1938,1637,0,1288,284,830,797,0
130000,2,3,2,37,0,-2,-1,-1,-1,-1,22004,0,24483,19254,21100,22753,14654,0,7233,15485,16702,17484,0
50000,2,3,1,37,-1,-1,-1,0,0,0,21444,17567,19419,25345,24342,23530,9130,6593,9729,15560,18509,9810,0
240000,2,1,1,32,1,1,0,0,-2,0,138950,115446,155676,128308,0,131657,2824,6977,140870,93749,0,70779,0
80000,1,1,2,36,1,2,1,0,0,1,24772,26531,23933,25861,18003,17771,9199,6951,2243,20449,12915,275,1
30000,1,2,2,36,1,2,2,1,-2,1,5873,4970,4703,5528,0,5193,524,125,1196,18,0,97,1
20000,2,2,1,49,0,-1,0,0,1,0,5659,5409,5024,5659,4687,4517,489,2630,3339,4283,253,3567,0
200000,1,3,1,31,-1,0,-2,-1,0,0,70208,57338,0,68014,56217,49028,59171,18171,0,64437,49313,22953,0
20000,1,2,1,34,0,0,1,0,1,0,2857,2048,2704,2639,3110,2439,1097,1814,170,2329,24,1869,1
100000,2,3,1,33,-1,-1,-2,0,-1,-2,27720,25051,0,22907,27442,0,10912,13624,0,4277,12884,0,0
70000,2,2,2,33,1,0,-2,0,-1,0,11419,15333,0,16310,12938,10522,874,13170,0,8766,7527,4194,0
90000,2,2,2,46,0,-2,0,-2,0,-1,15031,0,15555,0,14694,15036,12730,0,14628,0,7337,9715,0
470000,2,2,2,33,0,0,0,-1,-1,-1,156641,144085,193162,149017,161397,124690,103671,95671,172448,126407,131853,64992,0
200000,2,2,1,36,-1,0,-2,0,0,0,49672,42256,0,39252,48228,39197,24128,31390,0,32771,35867,22510,0
60000,2,1,2,51,-1,-1,-1,0,-1,0,32212,32069,42435,38998,29039,26425,21811,17877,12707,22862,11097,11147,0
130000,1,2,1,36,-1,-1,0,0,0,-1,69706,45205,52449,38780,43067,57689,44990,7423,23604,21267,40293,40885,1
180000,2,3,2,42,1,0,-2,0,-2,-2,53420,69271,0,61883,0,0,3977,64595,0,46701,0,0,0
30000,1,2,2,36,-2,1,1,0,0,-2,0,6414,5576,4987,4897,0,0,943,1682,3680,3498,0,0
140000,1,2,1,34,1,1,-2,0,0,0,97000,97116,0,95254,84309,88064,2729,8618,0,51782,32320,54130,0
90000,2,1,1,36,0,0,-1,-1,0,0,23380,29280,24961,21586,20728,29068,17796,18505,1797,4867,13135,23619,0
130000,2,3,2,41,-2,0,1,1,0,0,0,34233,52974,43636,38586,39671,0,10949,7635,299,37897,22416,1
150000,1,2,1,30,-2,-1,-1,-2,-1,-1,0,49309,46263,0,48906,38276,0,27260,17905,0,34514,21174,0
230000,1,2,1,36,0,-2,-2,-2,-1,-1,37603,0,0,0,23469,24446,36125,0,0,0,22445,23155,0
50000,1,2,1,32,-1,-1,0,0,-2,0,14279,12663,14214,11307,0,11864,11087,11036,8270,2894,0,4088,0
40000,2,1,2,36,0,0,0,0,1,1,24032,23249,22225,23506,17896,22662,12147,18679,19779,12839,1442,1607,0
30000,1,2,2,33,0,-1,0,0,0,2,4849,3576,4688,5231,5288,4138,2847,2110,4383,3269,3150,1980,0
90000,2,2,2,32,-2,2,2,1,1,1,0,7929,7198,7058,5026,5051,0,309,1343,48,742,815,1
110000,2,2,2,34,0,-1,-1,-1,-1,-1,15399,12013,12005,18893,15030,13335,6933,6058,6801,14166,7265,3277,0
160000,2,1,1,34,0,0,0,0,0,-1,26775,20301,20949,18752,21089,18544,23847,11246,8356,16158,20188,9788,1
70000,1,3,1,32,0,2,0,0,-1,-1,12433,13793,16345,11045,12728,12376,10250,83,6244,5761,9388,4761,0
120000,2,2,1,42,-1,-1,-1,0,-1,0,14431,13882,16964,14584,15430,14382,4199,8683,10224,7885,1888,10718,0
140000,2,2,1,30,1,1,0,0,0,-2,64566,70045,79879,53404,60324,0,11213,2893,42075,41712,40908,0,1
70000,1,2,1,44,-1,-1,-1,-1,0,-1,4222,3910,4240,3727,3906,3402,3552,2728,2409,3261,3614,1183,0
460000,2,1,2,37,-2,0,-2,-2,-1,-1,0,82193,0,0,84980,83080,0,63552,0,0,14939,73742,0
70000,2,1,2,35,0,-2,0,-1,-1,-1,32612,0,28988,31293,25907,27272,13608,0,14290,25635,24426,19103,0
110000,2,2,2,37,1,-2,0,0,0,0,56499,0,47628,47929,54422,54882,14612,0,38150,29852,28576,19133,1
50000,1,1,3,46,0,1,2,0,-2,0,15546,17265,11296,15949,0,12158,8394,5944,558,9844,0,3336,1
150000,2,1,1,34,2,2,0,0,0,-1,32941,31949,33599,39062,31983,27624,4809,790,30342,19270,17033,22609,1
20000,2,1,2,36,-1,-1,0,0,0,0,10025,14288,14161,10615,12671,11467,8316,4852,7724,7605,9239,6421,0
80000,2,2,2,42,0,-2,-1,-1,0,-1,8066,0,11237,6804,5994,7865,5686,0,8119,5942,3847,5236,0
290000,2,3,2,30,-1,-1,0,1,1,1,43496,41146,46430,25086,38797,43790,41492,27768,32917,1633,2924,13259,0
70000,1,2,2,35,0,0,0,0,0,0,26656,32994,26087,19737,19473,25269,20805,16120,24877,13196,6782,20428,0
160000,1,2,2,38,0,0,0,-1,0,-1,74834,61138,74661,67297,55431,79242,19458,22942,47386,47727,47193,46212,0
70000,2,3,2,46,-2,0,-1,0,0,0,0,7142,8298,6322,5539,6537,0,5673,6844,6020,4945,2742,0
70000,1,2,2,60,0,1,0,0,0,0,12159,13015,12933,14182,17303,17925,5439,1938,2867,6495,8841,6631,1
100000,2,3,2,36,1,0,0,0,0,-2,58009,65914,52982,62036,43372,0,828,35022,28528,28895,10721,0,0
